HouseholdId,PersonNumber,Age,Sex,License,TransitPass,EmploymentStatus,Occupation,FreeParking,StudentStatus,EmploymentZone,SchoolZone,ExpansionFactor
0,1,30,F,Y,N,P,S,O,O,296.0,0.0,74.30346407523744
0,2,24,M,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
0,3,21,M,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
0,4,18,F,Y,N,P,G,O,O,0.0,0.0,74.30346407523744
1,1,47,M,Y,N,P,M,O,O,535.0,0.0,67.5081900102371
1,2,39,F,Y,N,O,O,O,O,0.0,0.0,67.5081900102371
1,3,18,M,Y,N,P,M,O,O,533.0,0.0,67.5081900102371
1,4,8,F,N,N,O,O,O,S,0.0,535.0,67.5081900102371
1,5,7,F,N,N,O,O,O,S,0.0,0.0,67.5081900102371
1,6,6,M,N,N,O,O,O,S,0.0,535.0,67.5081900102371
2,1,38,M,Y,N,P,M,O,O,538.0,0.0,61.15746658500313
2,2,34,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
3,1,58,M,Y,N,F,G,O,O,270.0,0.0,74.30346407523744
3,2,53,F,Y,N,P,P,O,O,531.0,0.0,74.30346407523744
3,3,24,M,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
4,1,45,F,Y,N,O,O,O,O,0.0,0.0,67.73046533012028
4,2,15,F,N,N,O,O,O,S,0.0,533.0,67.73046533012028
5,1,77,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
5,2,53,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
6,1,83,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
6,2,80,M,Y,N,P,S,O,O,535.0,0.0,61.15746658500313
7,1,46,M,Y,N,F,M,O,O,144.0,0.0,97.5634565830819
7,2,24,M,Y,N,F,G,O,O,281.0,0.0,97.5634565830819
8,1,69,F,Y,N,O,O,O,O,0.0,0.0,67.73046533012028
8,2,33,M,Y,N,P,P,O,O,700.0,0.0,67.73046533012028
9,1,42,F,Y,N,P,G,O,O,538.0,0.0,61.15746658500313
9,2,11,M,N,N,O,O,O,S,0.0,0.0,61.15746658500313
10,1,42,M,Y,N,F,G,O,O,531.0,0.0,68.15913916132358
10,2,41,F,Y,N,O,O,O,O,0.0,0.0,68.15913916132358
11,1,68,M,Y,N,P,M,O,O,0.0,0.0,1.0
11,2,65,F,Y,N,O,O,O,O,0.0,0.0,1.0
12,1,50,M,Y,N,F,G,O,O,66.0,0.0,143.48101546280657
12,2,50,F,Y,N,F,P,O,O,715.0,0.0,143.48101546280657
13,1,40,M,Y,N,F,M,O,O,758.0,0.0,7.151101502673767
13,2,25,F,Y,N,O,O,O,O,0.0,0.0,7.151101502673767
14,1,30,M,Y,N,F,M,O,O,366.0,0.0,11.628270082771238
15,1,60,M,Y,N,O,O,O,O,0.0,0.0,9.797009058663063
15,2,45,M,Y,N,P,S,O,O,755.0,0.0,9.797009058663063
16,1,90,M,Y,N,O,O,O,O,0.0,0.0,5.885906621431485
16,2,45,F,Y,N,O,O,O,O,0.0,0.0,5.885906621431485
16,3,29,M,Y,N,O,O,O,O,0.0,0.0,5.885906621431485
17,1,62,F,Y,N,P,P,O,O,0.0,0.0,11.628270082771238
17,2,39,F,Y,N,O,O,O,O,0.0,0.0,11.628270082771238
17,3,31,M,Y,N,F,M,O,O,760.0,0.0,11.628270082771238
17,4,29,M,Y,N,O,O,O,O,0.0,0.0,11.628270082771238
17,5,27,M,Y,N,F,M,O,O,0.0,0.0,11.628270082771238
17,6,9,M,N,N,O,O,O,S,0.0,0.0,11.628270082771238
18,1,23,F,Y,N,O,O,O,O,759.0,0.0,9.389685792722503
18,2,22,M,Y,N,F,M,O,O,644.0,0.0,9.389685792722503
19,1,52,M,Y,N,F,S,O,O,0.0,0.0,6.729369875593007
19,2,25,M,Y,N,O,O,O,O,0.0,0.0,6.729369875593007
19,3,25,F,Y,N,F,P,O,O,733.0,0.0,6.729369875593007
19,4,22,M,Y,N,O,O,O,O,0.0,0.0,6.729369875593007
19,5,16,M,N,N,O,O,O,S,0.0,748.0,6.729369875593007
19,6,6,M,N,N,O,O,O,S,0.0,83.0,6.729369875593007
20,1,64,M,Y,N,O,O,O,O,0.0,0.0,1.0
20,2,62,F,Y,N,O,O,O,O,0.0,0.0,1.0
21,1,40,M,Y,N,F,M,O,O,0.0,0.0,1.0
21,2,47,F,Y,N,P,S,O,O,0.0,0.0,1.0
22,1,78,F,Y,N,O,O,O,O,0.0,0.0,1.0
22,2,20,F,Y,N,O,O,O,O,0.0,0.0,1.0
23,1,65,F,Y,N,O,O,O,O,0.0,0.0,9.797009058663063
23,2,36,M,Y,N,F,G,O,O,758.0,0.0,9.797009058663063
24,1,32,M,Y,N,F,M,O,O,0.0,0.0,1.0
25,1,52,F,Y,N,P,S,O,O,748.0,0.0,11.012696314117605
25,2,45,M,Y,N,P,S,O,O,748.0,0.0,11.012696314117605
26,1,66,F,Y,N,O,O,O,O,0.0,0.0,1.0
27,1,43,M,Y,N,F,M,O,O,731.0,0.0,8.18526079690659
27,2,43,F,Y,N,F,P,O,O,710.0,0.0,8.18526079690659
27,3,21,M,Y,N,O,O,O,S,0.0,614.0,8.18526079690659
27,4,19,F,Y,N,O,O,O,S,0.0,0.0,8.18526079690659
28,1,55,M,Y,N,P,P,O,O,79.0,0.0,9.797009058663063
28,2,50,F,Y,N,O,O,O,O,0.0,0.0,9.797009058663063
28,3,30,M,Y,N,P,M,O,O,79.0,0.0,9.797009058663063
28,4,30,F,Y,N,O,O,O,O,0.0,0.0,9.797009058663063
29,1,36,M,Y,N,P,M,O,O,0.0,0.0,5.885906621431485
29,2,34,F,Y,N,O,O,O,O,0.0,0.0,5.885906621431485
30,1,36,F,Y,N,O,O,O,O,0.0,0.0,105.2946025883707
30,2,38,F,Y,N,O,O,O,O,639.0,0.0,105.2946025883707
30,3,14,F,N,N,O,O,O,S,0.0,713.0,105.2946025883707
30,4,12,F,N,N,O,O,O,S,0.0,713.0,105.2946025883707
31,1,35,M,Y,N,P,M,O,O,0.0,0.0,136.9017811771267
31,2,11,F,N,N,O,O,O,S,0.0,626.0,136.9017811771267
32,1,36,F,Y,N,F,M,O,O,270.0,0.0,90.99045783796474
32,2,11,M,N,N,O,O,O,S,0.0,0.0,90.99045783796474
32,3,10,F,N,N,O,O,O,S,0.0,535.0,90.99045783796474
33,1,23,M,Y,N,F,P,O,O,532.0,0.0,81.47660618403921
33,2,22,F,Y,N,O,O,O,O,0.0,0.0,81.47660618403921
34,1,75,M,Y,N,O,O,O,O,0.0,0.0,90.99045783796474
34,2,41,M,Y,N,F,M,O,O,299.0,0.0,90.99045783796474
35,1,51,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
35,2,72,F,Y,N,P,S,O,O,0.0,0.0,61.15746658500313
36,1,35,M,Y,N,F,G,O,O,281.0,0.0,67.73046533012028
36,2,29,F,Y,N,O,O,O,O,0.0,0.0,67.73046533012028
37,1,70,M,Y,N,P,M,O,O,531.0,0.0,74.30346407523744
37,2,67,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
38,1,79,M,Y,N,P,P,O,O,535.0,0.0,68.30203043839134
38,2,73,F,Y,N,O,O,O,O,0.0,0.0,68.30203043839134
38,3,11,M,N,N,O,O,O,S,0.0,535.0,68.30203043839134
39,1,59,M,Y,N,P,M,O,O,281.0,0.0,74.30346407523744
39,2,56,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
40,1,46,M,Y,N,F,G,O,O,281.0,0.0,100.93478825561861
40,2,36,F,Y,N,F,M,O,O,281.0,0.0,100.93478825561861
40,3,16,M,N,N,O,O,O,S,0.0,535.0,100.93478825561861
41,1,31,F,Y,N,O,O,O,O,0.0,0.0,75.44659429177956
41,2,10,F,N,N,O,O,O,S,0.0,535.0,75.44659429177956
41,3,7,M,N,N,O,O,O,S,0.0,535.0,75.44659429177956
42,1,50,M,Y,N,P,P,O,O,575.0,0.0,101.79574578307532
42,2,49,F,Y,N,O,O,O,O,0.0,0.0,101.79574578307532
43,1,43,M,Y,N,F,P,O,O,0.0,0.0,114.42733467586568
44,1,72,M,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
44,2,53,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
45,1,45,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
46,1,75,M,Y,N,O,O,O,O,0.0,0.0,67.73046533012028
46,2,72,F,Y,N,O,O,O,O,0.0,0.0,67.73046533012028
46,3,44,F,Y,N,F,P,O,O,281.0,0.0,67.73046533012028
46,4,37,F,Y,N,O,O,O,S,0.0,535.0,67.73046533012028
47,1,48,F,Y,N,P,P,O,O,0.0,0.0,108.11154022947049
47,2,22,M,Y,N,P,G,O,O,287.0,0.0,108.11154022947049
48,1,69,M,Y,N,O,O,O,O,0.0,0.0,75.44659429177956
48,2,65,F,Y,N,O,O,O,O,0.0,0.0,75.44659429177956
49,1,60,F,Y,N,O,O,O,O,0.0,0.0,120.82344909092636
49,2,34,M,Y,N,F,G,O,O,285.0,0.0,120.82344909092636
50,1,30,F,Y,N,P,P,O,O,0.0,0.0,88.62117003742743
50,2,10,F,N,N,O,O,O,S,0.0,535.0,88.62117003742743
51,1,67,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
51,2,30,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
52,1,47,M,Y,N,F,M,O,O,314.0,0.0,74.30346407523744
52,2,40,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
53,1,70,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
54,1,71,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
54,2,69,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
55,1,54,M,Y,N,P,M,O,O,281.0,0.0,74.30346407523744
55,2,48,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
55,3,16,F,N,N,O,O,O,S,0.0,281.0,74.30346407523744
56,1,43,F,Y,N,O,O,O,O,0.0,0.0,74.8750291835085
56,2,17,F,N,N,O,O,O,S,0.0,281.0,74.8750291835085
56,3,13,F,N,N,O,O,O,S,0.0,535.0,74.8750291835085
57,1,70,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
58,1,57,F,Y,N,F,G,O,O,0.0,0.0,61.15746658500313
59,1,70,F,Y,N,O,O,O,O,0.0,0.0,1.0
60,1,38,F,Y,N,O,O,O,O,0.0,0.0,90.99045783796474
60,2,36,M,Y,N,F,M,O,O,281.0,0.0,90.99045783796474
61,1,60,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
61,2,55,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
61,3,23,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
62,1,47,M,Y,N,P,S,O,O,0.0,0.0,147.9320688622002
62,2,47,F,Y,N,P,S,O,O,635.0,0.0,147.9320688622002
62,3,22,M,Y,N,P,S,O,O,635.0,0.0,147.9320688622002
62,4,19,M,Y,N,P,S,O,S,0.0,635.0,147.9320688622002
63,1,56,M,Y,N,P,P,O,O,0.0,0.0,125.67680186523204
63,2,46,F,Y,N,O,O,O,O,0.0,0.0,125.67680186523204
63,3,11,F,N,N,O,O,O,S,0.0,577.0,125.67680186523204
64,1,55,M,Y,N,P,P,O,O,574.0,0.0,124.62949518302177
64,2,55,F,Y,N,F,P,O,O,281.0,0.0,124.62949518302177
64,3,20,M,Y,N,O,O,O,S,0.0,434.0,124.62949518302177
65,1,45,F,Y,N,P,P,O,O,678.0,0.0,147.9320688622002
65,2,43,M,Y,N,F,S,O,S,0.0,570.0,147.9320688622002
65,3,21,M,Y,N,O,O,O,S,611.0,637.0,147.9320688622002
66,1,47,M,Y,N,P,S,O,O,734.0,0.0,147.0418581823215
66,2,44,F,Y,N,F,P,O,O,690.0,0.0,147.0418581823215
66,3,18,F,Y,N,O,O,O,S,0.0,623.0,147.0418581823215
66,4,15,M,N,N,O,O,O,S,0.0,623.0,147.0418581823215
67,1,76,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
68,1,49,M,Y,N,P,P,O,O,299.0,0.0,67.73046533012028
68,2,48,F,Y,N,O,O,O,O,0.0,0.0,67.73046533012028
68,3,16,M,N,N,O,O,O,O,0.0,0.0,67.73046533012028
69,1,49,M,Y,N,F,G,O,O,281.0,0.0,74.30346407523744
69,2,47,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
69,3,15,F,N,N,O,O,O,S,0.0,535.0,74.30346407523744
70,1,48,M,Y,N,P,S,O,O,0.0,0.0,74.30346407523744
70,2,44,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
70,3,20,M,Y,N,O,O,O,S,0.0,614.0,74.30346407523744
70,4,17,M,N,N,O,O,O,S,0.0,533.0,74.30346407523744
71,1,54,M,Y,N,F,G,O,O,535.0,0.0,101.79574578307532
72,1,65,M,Y,N,O,O,O,O,0.0,0.0,88.62117003742743
72,2,63,F,Y,N,O,O,O,O,0.0,0.0,88.62117003742743
72,3,35,M,Y,N,F,M,O,O,299.0,0.0,88.62117003742743
72,4,34,F,Y,N,O,O,O,O,0.0,0.0,88.62117003742743
72,5,8,M,N,N,O,O,O,S,0.0,538.0,88.62117003742743
73,1,68,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
73,2,47,M,Y,N,P,P,O,O,296.0,0.0,74.30346407523744
74,1,101,F,Y,N,O,O,O,O,0.0,0.0,93.32615362926327
74,2,55,F,Y,N,O,O,O,O,0.0,0.0,93.32615362926327
74,3,44,M,Y,N,F,G,O,O,287.0,0.0,93.32615362926327
74,4,22,F,Y,N,O,O,O,S,0.0,314.0,93.32615362926327
74,5,21,M,Y,N,F,M,O,O,296.0,0.0,93.32615362926327
74,6,16,F,N,N,O,O,O,S,0.0,535.0,93.32615362926327
75,1,84,M,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
75,2,32,F,Y,N,F,M,O,O,270.0,0.0,74.30346407523744
76,1,53,M,Y,N,P,M,O,O,538.0,0.0,61.15746658500313
76,2,49,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
77,1,52,M,Y,N,F,M,O,O,270.0,0.0,97.5634565830819
77,2,48,F,Y,N,P,P,O,O,531.0,0.0,97.5634565830819
77,3,24,F,Y,N,O,O,O,O,0.0,0.0,97.5634565830819
78,1,23,M,Y,N,F,M,O,O,531.0,0.0,74.30346407523744
78,2,23,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
79,1,74,F,Y,N,P,G,O,O,0.0,0.0,101.79574578307532
80,1,40,M,Y,N,P,S,O,O,538.0,0.0,74.30346407523744
80,2,40,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
80,3,14,M,N,N,O,O,O,S,0.0,535.0,74.30346407523744
81,1,64,F,Y,N,O,O,O,O,0.0,0.0,85.93346032915967
81,2,36,M,Y,N,F,M,O,O,281.0,0.0,85.93346032915967
82,1,23,M,Y,N,P,M,O,O,0.0,0.0,61.15746658500313
82,2,18,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
83,1,64,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
83,2,63,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
84,1,47,M,Y,N,F,G,O,O,535.0,0.0,75.44659429177956
84,2,46,F,Y,N,O,O,O,O,0.0,0.0,75.44659429177956
85,1,65,M,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
85,2,15,M,N,N,O,O,O,S,0.0,535.0,74.30346407523744
86,1,37,M,Y,N,F,M,O,O,281.0,0.0,69.68117837156359
86,2,25,F,Y,N,O,O,O,O,0.0,0.0,69.68117837156359
86,3,6,F,N,N,O,O,O,S,0.0,538.0,69.68117837156359
87,1,55,M,Y,N,P,P,O,O,314.0,0.0,97.5634565830819
87,2,50,F,Y,N,O,O,O,O,0.0,0.0,97.5634565830819
87,3,23,F,Y,N,O,O,O,O,0.0,0.0,97.5634565830819
87,4,19,M,Y,N,F,M,O,O,265.0,0.0,97.5634565830819
88,1,56,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
88,2,51,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
88,3,18,F,Y,N,O,O,O,S,0.0,314.0,74.30346407523744
89,1,47,M,Y,N,O,O,O,O,0.0,0.0,107.59442423323895
89,2,47,F,Y,N,O,O,O,O,0.0,0.0,107.59442423323895
89,3,22,M,Y,N,F,M,O,O,296.0,0.0,107.59442423323895
90,1,56,M,Y,N,O,O,O,O,0.0,0.0,67.73046533012028
90,2,16,F,N,N,O,O,O,S,0.0,538.0,67.73046533012028
91,1,57,M,Y,N,O,O,O,O,0.0,0.0,1.0
91,2,52,F,Y,N,O,O,O,O,0.0,0.0,1.0
92,1,48,M,Y,N,F,M,O,O,538.0,0.0,90.99045783796474
92,2,35,M,Y,N,F,M,O,O,299.0,0.0,90.99045783796474
93,1,57,F,Y,N,O,O,O,O,0.0,0.0,114.42733467586568
94,1,37,M,Y,N,F,G,O,O,535.0,0.0,64.72974851169724
94,2,33,F,Y,N,O,O,O,O,0.0,0.0,64.72974851169724
94,3,15,F,N,N,O,O,O,S,0.0,538.0,64.72974851169724
94,4,14,M,N,N,O,O,O,S,0.0,535.0,64.72974851169724
95,1,49,M,Y,N,F,M,O,O,270.0,0.0,120.82344909092636
96,1,46,M,Y,N,P,M,O,O,533.0,0.0,61.15746658500313
97,1,66,F,Y,N,P,P,O,O,535.0,0.0,74.8750291835085
97,2,49,F,Y,N,P,S,O,O,0.0,0.0,74.8750291835085
97,3,9,M,N,N,O,O,O,S,0.0,535.0,74.8750291835085
98,1,73,M,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
98,2,72,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
99,1,39,F,Y,N,F,M,O,O,0.0,0.0,94.36539937555156
99,2,29,M,Y,N,F,S,O,O,532.0,0.0,94.36539937555156
99,3,25,F,Y,N,O,O,O,O,0.0,0.0,94.36539937555156
100,1,52,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
100,2,30,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
100,3,29,M,Y,N,F,M,O,O,0.0,0.0,74.30346407523744
100,4,11,F,N,N,O,O,O,S,0.0,0.0,74.30346407523744
101,1,67,F,Y,N,O,O,O,O,0.0,0.0,97.5634565830819
101,2,60,M,Y,N,F,S,O,O,10.0,0.0,97.5634565830819
101,3,48,F,Y,N,O,O,O,O,0.0,0.0,97.5634565830819
101,4,24,M,Y,N,F,M,O,O,296.0,0.0,97.5634565830819
101,5,21,M,Y,N,F,M,O,O,296.0,0.0,97.5634565830819
102,1,66,M,Y,N,O,O,O,O,0.0,0.0,114.42733467586568
103,1,46,M,Y,N,P,M,O,O,281.0,0.0,77.89003512963833
103,2,45,F,Y,N,O,O,O,O,0.0,0.0,77.89003512963833
103,3,22,M,Y,N,P,P,O,O,281.0,0.0,77.89003512963833
103,4,20,M,Y,N,P,P,O,O,269.0,0.0,77.89003512963833
103,5,10,F,N,N,O,O,O,S,0.0,538.0,77.89003512963833
104,1,60,M,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
104,2,56,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
105,1,62,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
105,2,50,M,Y,N,P,P,O,O,281.0,0.0,74.30346407523744
106,1,49,M,Y,N,F,G,O,O,270.0,0.0,120.82344909092636
106,2,32,F,Y,N,O,O,O,O,0.0,0.0,120.82344909092636
107,1,87,F,Y,N,O,O,O,O,0.0,0.0,120.82344909092636
107,2,65,M,Y,N,F,M,O,O,296.0,0.0,120.82344909092636
108,1,89,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
108,2,40,F,Y,N,P,P,O,O,538.0,0.0,61.15746658500313
109,1,64,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
110,1,64,F,Y,N,F,S,O,O,531.0,0.0,101.79574578307532
111,1,73,M,Y,N,O,O,O,O,0.0,0.0,1.0
111,2,70,F,Y,N,O,O,O,O,0.0,0.0,1.0
112,1,70,M,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
112,2,69,F,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
113,1,54,M,Y,N,P,M,O,O,83.0,0.0,11.494793404597338
114,1,40,M,Y,N,P,M,O,O,83.0,0.0,11.494793404597338
114,2,35,F,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
115,1,51,M,Y,N,F,M,O,O,0.0,0.0,16.500937074263096
115,2,46,F,Y,N,O,O,O,O,0.0,0.0,16.500937074263096
115,3,21,M,Y,N,O,O,O,S,0.0,0.0,16.500937074263096
116,1,54,F,Y,N,O,O,O,O,0.0,0.0,86.20139615115275
116,2,50,M,Y,N,F,S,O,O,674.0,0.0,86.20139615115275
117,1,30,F,Y,N,P,P,O,O,0.0,0.0,146.02447454817437
117,2,28,M,Y,N,P,P,O,O,555.0,0.0,146.02447454817437
118,1,59,M,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
118,2,58,F,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
119,1,48,F,Y,N,O,O,O,O,0.0,0.0,19.132922479988654
119,2,20,F,Y,N,F,P,O,O,757.0,0.0,19.132922479988654
120,1,47,M,Y,N,P,M,O,O,0.0,0.0,23.02455806508727
120,2,40,F,Y,N,O,O,O,O,0.0,0.0,23.02455806508727
120,3,18,F,Y,N,P,P,O,O,156.0,0.0,23.02455806508727
120,4,8,M,N,N,O,O,O,S,0.0,381.0,23.02455806508727
121,1,55,M,Y,N,P,G,O,O,385.0,0.0,24.129736852211458
121,2,43,F,Y,N,P,P,O,O,99.0,0.0,24.129736852211458
122,1,39,M,Y,N,P,P,O,O,385.0,0.0,36.87613219704377
123,1,84,M,Y,N,P,P,O,O,385.0,0.0,19.709021703714704
124,1,55,M,Y,N,P,M,O,O,385.0,0.0,30.48393320832726
124,2,53,F,Y,N,P,P,O,O,381.0,0.0,30.48393320832726
124,3,23,M,Y,N,F,M,O,O,385.0,0.0,30.48393320832726
125,1,50,F,Y,N,P,P,O,O,0.0,0.0,22.886410716696744
125,2,18,M,Y,N,P,P,O,O,156.0,0.0,22.886410716696744
125,3,16,M,N,N,O,O,O,S,0.0,153.0,22.886410716696744
126,1,47,M,Y,N,F,G,O,O,160.0,0.0,24.074477912855247
126,2,19,F,Y,N,P,P,O,O,160.0,0.0,24.074477912855247
126,3,15,F,N,N,O,O,O,S,0.0,385.0,24.074477912855247
127,1,33,F,Y,N,O,O,O,O,0.0,0.0,24.841963181691494
127,2,32,M,Y,N,F,G,O,O,379.0,0.0,24.841963181691494
127,3,12,M,N,N,O,O,O,S,0.0,154.0,24.841963181691494
127,4,10,M,N,N,O,O,O,S,0.0,385.0,24.841963181691494
128,1,31,M,Y,N,O,O,O,O,0.0,0.0,19.709021703714704
129,1,66,M,Y,N,P,P,O,O,160.0,0.0,32.805390331136344
130,1,83,M,Y,N,O,O,O,O,0.0,0.0,1.0
130,2,71,F,Y,N,O,O,O,O,0.0,0.0,1.0
131,1,51,F,Y,N,F,P,O,O,710.0,0.0,19.132922479988654
132,1,62,M,Y,N,F,G,O,O,361.0,0.0,19.132922479988654
132,2,59,F,Y,N,O,O,O,O,0.0,0.0,19.132922479988654
133,1,66,M,Y,N,F,M,O,O,622.0,0.0,15.313857942292996
133,2,58,F,Y,N,O,O,O,O,0.0,0.0,15.313857942292996
133,3,31,M,Y,N,F,M,O,O,0.0,0.0,15.313857942292996
134,1,33,F,Y,N,O,O,O,O,0.0,0.0,19.709021703714704
135,1,57,M,Y,N,P,G,O,O,0.0,0.0,21.507080743928853
135,2,55,F,Y,N,O,O,O,O,0.0,0.0,21.507080743928853
135,3,30,F,Y,N,O,O,O,O,0.0,0.0,21.507080743928853
135,4,28,M,Y,N,F,G,O,O,0.0,0.0,21.507080743928853
136,1,59,M,Y,N,F,P,O,O,0.0,0.0,11.494793404597338
136,2,53,F,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
136,3,20,M,Y,N,O,O,O,S,0.0,0.0,11.494793404597338
137,1,66,M,Y,N,O,O,O,O,0.0,0.0,1.0
137,2,59,F,Y,N,O,O,O,O,0.0,0.0,1.0
138,1,60,M,Y,N,F,G,O,O,268.0,0.0,22.10816854153326
138,2,59,F,Y,N,O,O,O,O,0.0,0.0,22.10816854153326
139,1,60,M,Y,N,F,G,O,O,83.0,0.0,11.494793404597338
139,2,54,F,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
139,3,29,M,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
140,1,64,F,Y,N,O,O,O,O,0.0,0.0,32.805390331136344
140,2,40,M,Y,N,F,P,O,O,160.0,0.0,32.805390331136344
140,3,38,F,Y,N,P,P,O,O,160.0,0.0,32.805390331136344
141,1,68,F,Y,N,O,O,O,O,0.0,0.0,32.68873257027324
141,2,38,M,Y,N,F,P,O,O,325.0,0.0,32.68873257027324
141,3,33,F,Y,N,F,M,O,O,0.0,0.0,32.68873257027324
142,1,66,M,Y,N,P,S,O,O,0.0,0.0,19.709021703714704
142,2,59,F,Y,N,O,O,O,O,0.0,0.0,19.709021703714704
143,1,68,M,Y,N,P,S,O,O,629.0,0.0,19.709021703714704
144,1,26,M,Y,N,O,O,O,S,0.0,0.0,19.709021703714704
145,1,60,M,Y,N,O,O,O,O,0.0,0.0,1.0
145,2,60,F,Y,N,O,O,O,O,0.0,0.0,1.0
146,1,36,F,Y,N,P,P,O,O,83.0,0.0,15.23294771611078
146,2,35,M,Y,N,F,M,O,O,758.0,0.0,15.23294771611078
146,3,10,F,N,N,O,O,O,S,0.0,83.0,15.23294771611078
147,1,60,F,Y,N,F,P,O,O,79.0,0.0,11.494793404597338
147,2,42,M,Y,N,P,G,O,O,758.0,0.0,11.494793404597338
147,3,37,F,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
147,4,13,M,N,N,O,O,O,S,0.0,0.0,11.494793404597338
148,1,75,F,Y,N,P,S,O,O,0.0,0.0,11.494793404597338
149,1,54,F,Y,N,P,S,O,O,0.0,0.0,11.494793404597338
150,1,47,M,Y,N,P,M,O,O,535.0,0.0,68.30203043839134
150,2,39,F,Y,N,O,O,O,O,0.0,0.0,68.30203043839134
150,3,18,M,Y,N,P,M,O,O,533.0,0.0,68.30203043839134
150,4,8,F,N,N,O,O,O,S,0.0,535.0,68.30203043839134
150,5,7,F,N,N,O,O,O,S,0.0,0.0,68.30203043839134
150,6,6,M,N,N,O,O,O,S,0.0,535.0,68.30203043839134
151,1,30,F,Y,N,P,G,O,O,296.0,0.0,74.30346407523744
151,2,24,M,Y,N,P,S,O,O,0.0,0.0,74.30346407523744
151,3,21,M,Y,N,F,M,O,O,0.0,0.0,74.30346407523744
151,4,18,F,Y,N,O,O,O,O,0.0,0.0,74.30346407523744
152,1,68,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
153,1,72,M,Y,N,O,O,O,O,0.0,0.0,1.0
154,1,56,M,Y,N,P,M,O,O,538.0,0.0,69.921464911826
154,2,48,F,Y,N,O,O,O,O,0.0,0.0,69.921464911826
154,3,19,F,Y,N,P,P,O,O,270.0,0.0,69.921464911826
155,1,64,M,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
156,1,61,M,Y,N,P,M,O,O,535.0,0.0,68.30203043839134
156,2,48,F,Y,N,O,O,O,O,0.0,0.0,68.30203043839134
157,1,38,M,Y,N,P,M,O,O,538.0,0.0,61.15746658500313
157,2,34,F,Y,N,O,O,O,O,0.0,0.0,61.15746658500313
158,1,58,M,Y,N,F,M,O,O,270.0,0.0,74.30346407523744
158,2,53,F,Y,N,P,P,O,O,531.0,0.0,74.30346407523744
