HouseholdId,PersonNumber,Age,Sex,License,TransitPass,EmploymentStatus,Occupation,FreeParking,StudentStatus,EmploymentZone,SchoolZone,ExpansionFactor
937,1,42,M,Y,N,P,M,O,O,312.0,0.0,22.70925633913767
937,2,43,F,Y,N,O,O,O,O,0.0,0.0,22.70925633913767
938,1,65,M,Y,N,O,O,O,O,0.0,0.0,1.0
938,2,65,F,Y,N,F,P,O,O,0.0,0.0,1.0
939,1,30,M,Y,N,F,S,O,O,12.0,0.0,43.39684489524276
939,2,25,F,Y,N,O,O,O,O,0.0,0.0,43.39684489524276
939,3,6,M,N,N,O,O,O,S,0.0,6.0,43.39684489524276
940,1,62,M,Y,N,F,S,O,O,554.0,0.0,39.44794911461394
940,2,56,F,Y,N,P,P,O,O,428.0,0.0,39.44794911461394
940,3,33,F,Y,N,F,P,O,O,6.0,0.0,39.44794911461394
940,4,21,F,Y,N,F,P,O,O,6.0,0.0,39.44794911461394
941,1,67,F,Y,N,O,O,O,O,0.0,0.0,32.638094020713424
941,2,12,F,N,N,O,O,O,S,0.0,6.0,32.638094020713424
941,3,10,M,N,N,O,O,O,S,0.0,6.0,32.638094020713424
942,1,58,M,Y,N,F,P,O,O,578.0,0.0,34.857387923082705
942,2,54,F,Y,N,F,P,O,O,7.0,0.0,34.857387923082705
942,3,23,F,Y,N,F,S,O,O,587.0,0.0,34.857387923082705
942,4,19,F,Y,N,O,O,O,S,0.0,555.0,34.857387923082705
942,5,9,M,N,N,O,O,O,S,0.0,6.0,34.857387923082705
943,1,68,M,Y,N,O,O,O,O,0.0,0.0,57.95251816360823
943,2,65,F,Y,N,O,O,O,O,0.0,0.0,57.95251816360823
944,1,48,M,Y,N,O,O,O,O,0.0,0.0,17.2475615056832
944,2,46,F,Y,N,O,O,O,O,0.0,0.0,17.2475615056832
944,3,18,M,Y,N,F,M,O,O,751.0,0.0,17.2475615056832
945,1,56,M,Y,N,F,P,O,O,491.0,0.0,39.620599152670934
945,2,56,F,Y,N,O,O,O,O,0.0,0.0,39.620599152670934
945,3,34,M,Y,N,F,G,O,O,569.0,0.0,39.620599152670934
945,4,28,F,Y,N,F,P,O,O,569.0,0.0,39.620599152670934
945,5,17,M,N,N,O,O,O,S,0.0,14.0,39.620599152670934
946,1,71,M,Y,N,F,G,O,O,597.0,0.0,40.537815402755726
946,2,35,F,Y,N,O,O,O,O,0.0,0.0,40.537815402755726
946,3,28,F,Y,N,F,M,O,O,15.0,0.0,40.537815402755726
946,4,27,F,Y,N,F,M,O,O,608.0,0.0,40.537815402755726
947,1,36,F,Y,N,O,O,O,O,0.0,0.0,22.70925633913767
947,2,35,M,Y,N,F,G,O,O,751.0,0.0,22.70925633913767
947,3,57,F,Y,N,O,O,O,O,0.0,0.0,22.70925633913767
948,1,47,M,Y,N,F,M,O,O,368.0,0.0,119.10222779484376
948,2,22,F,Y,N,P,P,O,O,20.0,0.0,119.10222779484376
949,1,70,F,Y,N,O,O,O,O,0.0,0.0,1.0
950,1,30,F,Y,N,O,O,O,O,0.0,0.0,1.0
950,2,32,M,Y,N,F,M,O,O,0.0,0.0,1.0
951,1,32,M,Y,N,F,P,O,O,428.0,0.0,128.20294130841773
951,2,29,F,Y,N,O,O,O,O,0.0,0.0,128.20294130841773
952,1,30,M,Y,N,F,P,O,O,0.0,0.0,135.6924602164696
952,2,26,F,Y,N,O,O,O,O,0.0,0.0,135.6924602164696
953,1,39,M,Y,N,F,P,O,O,232.0,0.0,37.83413648343454
953,2,36,F,Y,N,O,O,O,O,0.0,0.0,37.83413648343454
953,3,15,F,N,N,O,O,O,S,0.0,10.0,37.83413648343454
953,4,6,M,N,N,O,O,O,S,0.0,6.0,37.83413648343454
954,1,65,M,Y,N,O,O,O,O,0.0,0.0,11.494793404597338
955,1,40,F,Y,N,O,O,O,O,0.0,0.0,46.8271013399918
955,2,30,M,Y,N,P,S,O,O,610.0,0.0,46.8271013399918
955,3,22,F,Y,N,F,S,O,O,461.0,0.0,46.8271013399918
955,4,18,M,Y,N,O,O,O,S,0.0,0.0,46.8271013399918
956,1,29,M,Y,N,F,S,O,O,232.0,0.0,59.57219644181557
956,2,28,F,Y,N,O,O,O,O,0.0,0.0,59.57219644181557
957,1,48,F,Y,N,O,O,O,O,0.0,0.0,42.2727242881731
957,2,47,M,Y,N,P,P,O,O,432.0,0.0,42.2727242881731
957,3,18,F,Y,N,O,O,O,S,0.0,614.0,42.2727242881731
957,4,17,F,N,N,O,O,O,S,0.0,614.0,42.2727242881731
958,1,53,M,Y,N,F,P,O,O,569.0,0.0,33.6367762767796
958,2,52,F,Y,N,P,P,O,O,12.0,0.0,33.6367762767796
958,3,17,F,N,N,O,O,O,O,0.0,0.0,33.6367762767796
958,4,15,F,N,N,O,O,O,O,0.0,0.0,33.6367762767796
958,5,10,M,N,N,O,O,O,S,0.0,6.0,33.6367762767796
959,1,40,M,Y,N,F,G,O,O,555.0,0.0,41.26439292818358
959,2,34,F,Y,N,O,O,O,O,0.0,0.0,41.26439292818358
960,1,38,F,Y,N,O,O,O,O,0.0,0.0,44.874541685809405
960,2,36,M,Y,N,F,M,O,O,233.0,0.0,44.874541685809405
960,3,14,F,N,N,O,O,O,S,0.0,6.0,44.874541685809405
960,4,10,F,N,N,O,O,O,S,0.0,6.0,44.874541685809405
961,1,34,F,Y,N,O,O,O,O,0.0,0.0,13.965636846707046
961,2,42,M,Y,N,O,O,O,O,0.0,0.0,13.965636846707046
961,3,15,F,N,N,O,O,O,S,0.0,758.0,13.965636846707046
961,4,13,F,N,N,O,O,O,S,0.0,0.0,13.965636846707046
962,1,56,M,Y,N,P,P,O,O,234.0,0.0,34.30256444749038
962,2,27,M,Y,N,P,P,O,O,0.0,0.0,34.30256444749038
963,1,60,M,Y,N,O,O,O,O,0.0,0.0,37.63150530104431
963,2,34,M,Y,N,F,S,O,O,558.0,0.0,37.63150530104431
964,1,78,F,Y,N,O,O,O,O,0.0,0.0,30.973623593936463
965,1,53,F,Y,N,P,P,O,O,0.0,0.0,41.26439292818358
965,2,30,M,Y,N,O,O,O,O,0.0,0.0,41.26439292818358
965,3,20,M,Y,N,P,M,O,O,12.0,0.0,41.26439292818358
965,4,12,M,N,N,O,O,O,S,0.0,6.0,41.26439292818358
966,1,40,M,Y,N,F,S,O,O,5.0,0.0,37.63150530104431
967,1,66,F,Y,N,P,P,O,O,5.0,0.0,44.5933337817375
967,2,42,F,Y,N,O,O,O,O,0.0,0.0,44.5933337817375
967,3,24,M,Y,N,P,P,O,O,461.0,0.0,44.5933337817375
967,4,19,M,Y,N,P,M,O,O,12.0,0.0,44.5933337817375
968,1,66,M,Y,N,P,P,O,O,12.0,0.0,50.30077875239589
968,2,57,F,Y,N,O,O,O,O,0.0,0.0,50.30077875239589
968,3,29,M,Y,N,F,P,O,O,554.0,0.0,50.30077875239589
968,4,26,F,Y,N,O,O,O,O,0.0,0.0,50.30077875239589
968,5,26,M,Y,N,F,S,O,O,6.0,0.0,50.30077875239589
969,1,53,M,Y,N,P,P,O,O,422.0,0.0,120.71342240036581
969,2,50,F,Y,N,O,O,O,O,0.0,0.0,120.71342240036581
969,3,27,M,Y,N,F,G,O,O,553.0,0.0,120.71342240036581
970,1,64,F,Y,N,O,O,O,O,0.0,0.0,16.65670763909175
970,2,69,M,Y,N,F,G,O,O,304.0,0.0,16.65670763909175
970,3,33,F,Y,N,F,S,O,O,45.0,0.0,16.65670763909175
970,4,13,M,N,N,O,O,O,S,0.0,78.0,16.65670763909175
970,5,9,F,N,N,O,O,O,S,0.0,83.0,16.65670763909175
971,1,68,F,Y,N,O,O,O,O,0.0,0.0,53.687614229489874
972,1,73,M,Y,N,O,O,O,O,0.0,0.0,57.95251816360823
972,2,68,F,Y,N,O,O,O,O,0.0,0.0,57.95251816360823
973,1,58,M,Y,N,F,P,O,O,235.0,0.0,50.31916283963287
973,2,32,F,Y,N,F,P,O,O,554.0,0.0,50.31916283963287
973,3,11,F,N,N,O,O,O,S,0.0,6.0,50.31916283963287
974,1,51,M,Y,N,F,G,O,O,42.0,0.0,43.52159765578896
974,2,52,F,Y,N,O,O,O,O,0.0,0.0,43.52159765578896
974,3,23,M,Y,N,F,S,O,O,570.0,0.0,43.52159765578896
974,4,20,M,Y,N,O,O,O,S,0.0,614.0,43.52159765578896
975,1,69,M,Y,N,F,P,O,O,236.0,0.0,46.913943275301904
975,2,58,F,Y,N,F,S,O,O,231.0,0.0,46.913943275301904
975,3,25,M,Y,N,F,P,O,O,158.0,0.0,46.913943275301904
976,1,46,F,Y,N,F,P,O,O,495.0,0.0,42.18202271129366
976,2,15,M,N,N,O,O,O,S,0.0,6.0,42.18202271129366
976,3,8,F,N,N,O,O,O,S,0.0,6.0,42.18202271129366
977,1,42,M,Y,N,F,G,O,O,6.0,0.0,34.15782788864021
977,2,41,F,Y,N,O,O,O,O,0.0,0.0,34.15782788864021
977,3,9,F,N,N,O,O,O,S,0.0,6.0,34.15782788864021
977,4,7,F,N,N,O,O,O,S,0.0,6.0,34.15782788864021
978,1,40,M,Y,N,F,P,O,O,582.0,0.0,120.71342240036583
978,2,38,M,Y,N,F,P,O,O,0.0,0.0,120.71342240036583
979,1,50,M,Y,N,P,P,O,O,423.0,0.0,109.64294196312471
979,2,46,F,Y,N,O,O,O,O,0.0,0.0,109.64294196312471
979,3,26,M,Y,N,F,G,O,O,558.0,0.0,109.64294196312471
980,1,53,F,Y,N,F,P,O,O,0.0,0.0,1.0
980,2,55,M,Y,N,F,S,O,O,0.0,0.0,1.0
980,3,22,M,Y,N,O,O,O,S,0.0,0.0,1.0
981,1,36,M,Y,N,F,P,O,O,429.0,0.0,128.20294130841773
981,2,32,F,Y,N,O,O,O,O,0.0,0.0,128.20294130841773
982,1,30,M,Y,N,F,M,O,O,499.0,0.0,120.71342240036583
982,2,28,F,Y,N,F,S,O,O,558.0,0.0,120.71342240036583
983,1,81,M,Y,N,O,O,O,O,0.0,0.0,1.0
983,2,51,M,Y,N,F,G,O,O,0.0,0.0,1.0
983,3,47,F,Y,N,O,O,O,O,0.0,0.0,1.0
983,4,24,F,Y,N,P,P,O,O,0.0,0.0,1.0
983,5,6,M,N,N,O,O,O,S,0.0,0.0,1.0
984,1,42,M,Y,N,F,P,O,O,8.0,0.0,34.30256444749038
984,2,36,F,Y,N,F,S,O,O,10.0,0.0,34.30256444749038
984,3,16,M,N,N,O,O,O,S,0.0,6.0,34.30256444749038
984,4,9,M,N,N,O,O,O,S,0.0,8.0,34.30256444749038
985,1,38,M,Y,N,F,M,O,O,576.0,0.0,53.17484054063804
985,2,34,F,Y,N,O,O,O,O,0.0,0.0,53.17484054063804
986,1,43,M,Y,N,F,M,O,O,585.0,0.0,120.71342240036583
987,1,40,M,Y,N,F,P,O,O,437.0,0.0,130.6994476111017
987,2,39,F,Y,N,P,G,O,O,558.0,0.0,130.6994476111017
987,3,18,F,Y,N,O,O,O,S,0.0,558.0,130.6994476111017
987,4,10,M,N,N,O,O,O,S,0.0,0.0,130.6994476111017
988,1,50,F,Y,N,O,O,O,O,0.0,0.0,1.0
988,2,51,M,Y,N,P,P,O,O,0.0,0.0,1.0
989,1,43,F,Y,N,O,O,O,O,0.0,0.0,15.23294771611078
989,2,12,M,N,N,O,O,O,S,0.0,78.0,15.23294771611078
989,3,19,F,Y,N,F,S,O,O,758.0,0.0,15.23294771611078
989,4,45,M,Y,N,P,M,O,O,0.0,0.0,15.23294771611078
990,1,46,M,Y,N,F,S,O,O,15.0,0.0,128.20294130841773
990,2,35,F,Y,N,O,O,O,O,0.0,0.0,128.20294130841773
991,1,60,F,Y,N,O,O,O,O,0.0,0.0,120.71342240036581
991,2,36,M,Y,N,F,S,O,O,462.0,0.0,120.71342240036581
991,3,34,M,Y,N,F,P,O,O,462.0,0.0,120.71342240036581
992,1,18,M,Y,N,P,M,O,O,0.0,0.0,1.0
992,2,58,F,Y,N,P,G,O,O,0.0,0.0,1.0
992,3,63,M,Y,N,P,M,O,O,0.0,0.0,1.0
993,1,53,M,Y,N,F,M,O,O,12.0,0.0,115.29114626783957
993,2,49,F,Y,N,O,O,O,O,0.0,0.0,115.29114626783957
993,3,14,M,N,N,O,O,O,S,0.0,209.0,115.29114626783957
994,1,63,F,Y,N,O,O,O,O,0.0,0.0,135.6924602164696
995,1,63,M,Y,N,F,S,O,O,0.0,0.0,135.6924602164696
995,2,60,F,Y,N,O,O,O,O,0.0,0.0,135.6924602164696
996,1,24,M,Y,N,P,P,O,O,525.0,0.0,108.56626148991526
996,2,22,F,Y,N,O,O,O,O,0.0,0.0,108.56626148991526
997,1,50,M,Y,N,O,O,O,O,0.0,0.0,1.0
997,2,49,M,Y,N,F,M,O,O,0.0,0.0,1.0
998,1,65,M,Y,N,O,O,O,O,0.0,0.0,71.12462764860977
999,1,32,M,Y,N,F,P,O,O,608.0,0.0,128.20294130841773
999,2,29,F,Y,N,O,O,O,O,0.0,0.0,128.20294130841773
1000,1,72,F,Y,N,O,O,O,O,0.0,0.0,135.6924602164696
1001,1,46,M,Y,N,F,P,O,O,426.0,0.0,187.78423037884875
1001,2,42,F,Y,N,O,O,O,O,0.0,0.0,187.78423037884875
1001,3,20,M,Y,N,F,S,O,O,554.0,0.0,187.78423037884875
1001,4,19,F,Y,N,O,O,O,O,0.0,0.0,187.78423037884875
1002,1,27,M,Y,N,F,P,O,O,0.0,0.0,128.91547228368992
1002,2,53,M,Y,N,P,P,O,O,0.0,0.0,128.91547228368992
1002,3,52,F,Y,N,O,O,O,O,0.0,0.0,128.91547228368992
1002,4,38,M,Y,N,F,P,O,O,11.0,0.0,128.91547228368992
1002,5,24,F,Y,N,F,P,O,O,499.0,0.0,128.91547228368992
1003,1,61,F,Y,N,O,O,O,O,0.0,0.0,91.87131836135433
1003,2,32,M,Y,N,F,M,O,O,1.0,0.0,91.87131836135433
1003,3,30,F,Y,N,F,M,O,O,235.0,0.0,91.87131836135433
1003,4,28,M,Y,N,F,M,O,O,555.0,0.0,91.87131836135433
1003,5,25,F,Y,N,F,M,O,O,12.0,0.0,91.87131836135433
1004,1,41,M,Y,N,F,P,O,O,462.0,0.0,87.09039180809117
1004,2,40,F,Y,N,F,S,O,O,555.0,0.0,87.09039180809117
1004,3,18,M,Y,N,O,O,O,S,0.0,577.0,87.09039180809117
1005,1,43,F,Y,N,O,O,O,O,0.0,0.0,129.8633801681288
1005,2,42,M,Y,N,F,M,O,O,499.0,0.0,129.8633801681288
1006,1,26,F,Y,N,F,S,O,O,564.0,0.0,129.8633801681288
1006,2,49,M,Y,N,F,P,O,O,563.0,0.0,129.8633801681288
1006,3,49,F,Y,N,P,P,O,O,11.0,0.0,129.8633801681288
1007,1,54,M,Y,N,P,S,O,O,562.0,0.0,129.8633801681288
1007,2,46,F,Y,N,O,O,O,O,0.0,0.0,129.8633801681288
1008,1,40,M,Y,N,F,P,O,O,462.0,0.0,168.00673686131086
1008,2,38,F,Y,N,O,O,O,O,0.0,0.0,168.00673686131086
1008,3,15,F,N,N,O,O,O,S,0.0,428.0,168.00673686131086
1009,1,53,M,Y,N,P,S,O,O,558.0,0.0,186.82230615706612
1009,2,50,F,Y,N,P,S,O,O,558.0,0.0,186.82230615706612
1009,3,22,M,Y,N,O,O,O,S,0.0,424.0,186.82230615706612
1009,4,20,M,Y,N,O,O,O,S,0.0,587.0,186.82230615706612
1010,1,65,M,Y,N,O,O,O,O,0.0,0.0,197.73632404253047
1010,2,62,F,Y,N,O,O,O,O,0.0,0.0,197.73632404253047
1011,1,75,F,Y,N,O,O,O,O,0.0,0.0,217.55618399073344
1011,2,50,F,Y,N,P,P,O,O,426.0,0.0,217.55618399073344
1011,3,23,M,Y,N,F,S,O,O,428.0,0.0,217.55618399073344
1011,4,20,F,Y,N,F,S,O,O,428.0,0.0,217.55618399073344
1012,1,35,F,Y,N,F,G,O,O,0.0,0.0,129.8633801681288
1012,2,37,M,Y,N,F,G,O,O,0.0,0.0,129.8633801681288
1013,1,26,F,Y,N,O,O,O,O,0.0,0.0,145.97781420359004
1013,2,29,M,Y,N,P,P,O,O,107.0,0.0,145.97781420359004
1014,1,65,M,Y,N,P,P,O,O,0.0,0.0,78.02011048843224
1015,1,40,M,Y,N,P,S,O,O,562.0,0.0,129.8633801681288
1015,2,35,F,Y,N,F,S,O,O,11.0,0.0,129.8633801681288
1015,3,10,M,N,N,O,O,O,O,0.0,0.0,129.8633801681288
1016,1,72,M,Y,N,O,O,O,O,0.0,0.0,197.73632404253047
1016,2,70,F,Y,N,O,O,O,O,0.0,0.0,197.73632404253047
1017,1,45,M,Y,N,P,S,O,O,12.0,0.0,186.82230615706612
1017,2,32,F,Y,N,O,O,O,O,0.0,0.0,186.82230615706612
1018,1,30,M,Y,N,F,P,O,O,441.0,0.0,186.82230615706612
1018,2,26,F,Y,N,O,O,O,O,0.0,0.0,186.82230615706612
1019,1,60,M,Y,N,P,P,O,O,558.0,0.0,97.44073987859541
1020,1,61,M,Y,N,O,O,O,O,0.0,0.0,1.0
1020,2,89,F,Y,N,O,O,O,O,0.0,0.0,1.0
1021,1,80,F,Y,N,O,O,O,O,0.0,0.0,168.84800546669592
1021,2,64,M,Y,N,P,P,O,O,426.0,0.0,168.84800546669592
1022,1,33,F,Y,N,O,O,O,S,0.0,613.0,119.10222779484376
1022,2,35,M,Y,N,F,M,O,O,576.0,0.0,119.10222779484376
1022,3,15,F,N,N,O,O,O,S,0.0,0.0,119.10222779484376
1022,4,11,M,N,N,O,O,O,S,0.0,0.0,119.10222779484376
1023,1,50,M,Y,N,F,P,O,O,10.0,0.0,54.753840213019465
1023,2,48,F,Y,N,O,O,O,O,0.0,0.0,54.753840213019465
1024,1,45,M,Y,N,F,P,O,O,0.0,0.0,94.79078844388964
1024,2,45,F,Y,N,O,O,O,O,0.0,0.0,94.79078844388964
1024,3,18,M,Y,N,O,O,O,S,0.0,614.0,94.79078844388964
1024,4,14,F,N,N,O,O,O,S,396.0,0.0,94.79078844388964
1025,1,68,F,Y,N,O,O,O,O,0.0,0.0,54.114104622901706
1025,2,47,M,Y,N,F,M,O,O,0.0,0.0,54.114104622901706
1025,3,40,F,Y,N,F,P,O,O,554.0,0.0,54.114104622901706
1025,4,37,M,Y,N,F,P,O,O,554.0,0.0,54.114104622901706
1025,5,35,F,Y,N,F,S,O,O,462.0,0.0,54.114104622901706
1026,1,32,M,Y,N,F,S,O,O,26.0,0.0,51.5551622624307
1026,2,29,F,Y,N,O,O,O,O,0.0,0.0,51.5551622624307
1027,1,31,M,Y,N,P,G,O,O,415.0,0.0,75.19214453104557
1028,1,31,M,Y,N,F,G,O,O,0.0,0.0,51.55516226243069
1028,2,30,F,Y,N,O,O,O,O,0.0,0.0,51.55516226243069
1028,3,8,F,N,N,O,O,O,S,0.0,568.0,51.55516226243069
1029,1,76,M,Y,N,O,O,O,O,0.0,0.0,251.21310905002804
1029,2,45,M,Y,N,F,S,O,O,426.0,0.0,251.21310905002804
1030,1,23,M,Y,N,F,S,O,O,578.0,0.0,275.52207247182344
1030,2,20,F,Y,N,O,O,O,O,0.0,0.0,275.52207247182344
1031,1,36,M,Y,N,F,P,O,O,430.0,0.0,128.20294130841773
1031,2,34,F,Y,N,O,O,O,O,0.0,0.0,128.20294130841773
1032,1,29,M,Y,N,F,P,O,O,427.0,0.0,115.7204097949979
1032,2,26,F,Y,N,O,O,O,O,0.0,0.0,115.7204097949979
1032,3,7,F,N,N,O,O,O,S,0.0,428.0,115.7204097949979
1033,1,67,F,Y,N,P,S,O,O,0.0,0.0,75.19214453104557
1033,2,74,M,Y,N,P,P,O,O,95.0,0.0,75.19214453104557
1034,1,53,M,Y,N,F,G,O,O,558.0,0.0,51.55516226243069
1034,2,51,F,Y,N,O,O,O,O,0.0,0.0,51.55516226243069
1034,3,27,M,Y,N,F,G,O,O,558.0,0.0,51.55516226243069
1034,4,17,F,N,N,O,O,O,S,0.0,7.0,51.55516226243069
1034,5,16,M,N,N,O,O,O,S,0.0,7.0,51.55516226243069
1035,1,21,M,Y,N,F,M,O,O,26.0,0.0,57.95251816360823
1035,2,21,M,Y,N,F,M,O,O,0.0,0.0,57.95251816360823
1035,3,21,M,Y,N,F,M,O,O,0.0,0.0,57.95251816360823
1036,1,59,M,Y,N,F,P,O,O,0.0,0.0,135.6924602164696
1036,2,56,F,Y,N,O,O,O,O,0.0,0.0,135.6924602164696
1036,3,23,F,Y,N,P,P,O,O,0.0,0.0,135.6924602164696
1037,1,60,M,Y,N,P,P,O,O,0.0,0.0,135.6924602164696
1037,2,60,F,Y,N,F,S,O,O,0.0,0.0,135.6924602164696
1038,1,75,M,Y,N,O,O,O,O,0.0,0.0,51.5551622624307
1039,1,54,M,Y,N,F,G,O,O,0.0,0.0,61.88891896016828
1039,2,61,F,Y,N,P,S,O,O,0.0,0.0,61.88891896016828
1040,1,28,F,Y,N,F,M,O,O,0.0,0.0,57.95251816360823
1041,1,83,M,Y,N,O,O,O,O,0.0,0.0,281.04513807120134
1041,2,79,F,Y,N,O,O,O,O,0.0,0.0,281.04513807120134
1041,3,52,F,Y,N,F,P,O,O,426.0,0.0,281.04513807120134
1042,1,76,M,Y,N,O,O,O,O,0.0,0.0,260.53089441636916
1042,2,50,M,Y,N,P,M,O,O,435.0,0.0,260.53089441636916
1042,3,50,F,Y,N,O,O,O,O,0.0,0.0,260.53089441636916
1043,1,37,F,Y,N,O,O,O,O,0.0,0.0,68.54053174560693
1043,2,41,F,Y,N,P,P,O,O,124.0,0.0,68.54053174560693
1044,1,35,M,Y,N,F,P,O,O,426.0,0.0,208.29847403368095
1045,1,65,M,Y,N,O,O,O,O,0.0,0.0,168.84800546669592
1045,2,63,F,Y,N,P,P,O,O,426.0,0.0,168.84800546669592
1046,1,27,M,Y,N,F,M,O,O,406.0,0.0,98.7303300007018
1046,2,51,F,Y,N,F,G,O,O,396.0,0.0,98.7303300007018
1047,1,67,M,Y,N,O,O,O,O,0.0,0.0,135.6924602164696
1047,2,65,F,Y,N,O,O,O,O,0.0,0.0,135.6924602164696
1048,1,30,M,Y,N,F,P,O,O,440.0,0.0,72.52294327253871
1048,2,28,F,Y,N,O,O,O,O,0.0,0.0,72.52294327253871
1049,1,58,F,Y,N,O,O,O,O,0.0,0.0,120.71342240036583
1049,2,30,F,Y,N,F,P,O,O,460.0,0.0,120.71342240036583
1050,1,38,M,Y,N,F,P,O,O,429.0,0.0,120.71342240036583
1050,2,35,F,Y,N,O,O,O,O,0.0,0.0,120.71342240036583
1051,1,74,F,Y,N,O,O,O,O,0.0,0.0,1.0
1052,1,72,M,Y,N,O,O,O,O,0.0,0.0,72.52294327253871
1052,2,68,F,Y,N,O,O,O,O,0.0,0.0,72.52294327253871
1053,1,37,M,Y,N,O,O,O,O,0.0,0.0,94.55094006092662
1053,2,36,F,Y,N,O,O,O,O,0.0,0.0,94.55094006092662
1053,3,16,F,N,N,O,O,O,S,0.0,378.0,94.55094006092662
1053,4,12,F,N,N,O,O,O,S,0.0,432.0,94.55094006092662
1054,1,52,F,Y,N,P,S,O,O,0.0,0.0,115.7959025778102
1054,2,74,M,Y,N,F,M,O,O,0.0,0.0,115.7959025778102
1055,1,56,M,Y,N,F,G,O,O,0.0,0.0,68.54053174560693
1055,2,14,M,N,N,O,O,O,S,0.0,127.0,68.54053174560693
1055,3,51,F,Y,N,F,M,O,O,201.0,0.0,68.54053174560693
1056,1,24,M,Y,N,F,G,O,O,0.0,0.0,1.0
1056,2,55,F,Y,N,P,P,O,O,0.0,0.0,1.0
1056,3,57,M,Y,N,F,M,O,O,0.0,0.0,1.0
1056,4,7,F,N,N,O,O,O,S,0.0,0.0,1.0
1057,1,58,M,Y,N,F,G,O,O,126.0,0.0,61.88891896016828
1057,2,50,F,Y,N,O,O,O,O,0.0,0.0,61.88891896016828
1058,1,31,F,Y,N,O,O,O,O,0.0,0.0,75.19214453104557
1058,2,28,M,Y,N,F,G,O,O,127.0,0.0,75.19214453104557
1058,3,9,M,N,N,O,O,O,S,0.0,0.0,75.19214453104557
1058,4,32,M,Y,N,P,M,O,O,0.0,0.0,75.19214453104557
1059,1,47,M,Y,N,F,P,O,O,423.0,0.0,88.1119871535517
1059,2,37,M,Y,N,F,P,O,O,440.0,0.0,88.1119871535517
1059,3,28,F,Y,N,O,O,O,O,0.0,0.0,88.1119871535517
1060,1,50,M,Y,N,F,P,O,O,581.0,0.0,88.46782402474874
1060,2,46,F,Y,N,O,O,O,O,0.0,0.0,88.46782402474874
1060,3,23,F,Y,N,P,G,O,O,0.0,0.0,88.46782402474874
1060,4,22,F,Y,N,O,O,O,S,0.0,614.0,88.46782402474874
1060,5,20,M,Y,N,F,S,O,O,441.0,0.0,88.46782402474874
1060,6,16,F,N,N,O,O,O,S,0.0,441.0,88.46782402474874
1061,1,37,F,Y,N,P,P,O,O,464.0,0.0,92.51758651122928
1061,2,32,M,Y,N,P,P,O,O,441.0,0.0,92.51758651122928
1061,3,16,F,N,N,O,O,O,S,0.0,554.0,92.51758651122928
1061,4,15,F,N,N,O,O,O,S,0.0,434.0,92.51758651122928
1062,1,45,M,Y,N,F,P,O,O,156.0,0.0,104.64992935775679
1062,2,44,F,Y,N,O,O,O,O,0.0,0.0,104.64992935775679
1062,3,19,F,Y,N,F,S,O,O,441.0,0.0,104.64992935775679
1062,4,17,F,N,N,O,O,O,S,0.0,441.0,104.64992935775679
1063,1,30,M,Y,N,F,M,O,O,0.0,0.0,1.0
1063,2,29,F,Y,N,O,O,O,O,0.0,0.0,1.0
1064,1,37,F,Y,N,O,O,O,O,0.0,0.0,96.07242466620517
1064,2,41,M,Y,N,O,O,O,O,0.0,0.0,96.07242466620517
1064,3,19,F,Y,N,O,O,O,S,0.0,0.0,96.07242466620517
1064,4,14,M,N,N,O,O,O,S,0.0,96.0,96.07242466620517
1065,1,46,M,Y,N,F,S,O,O,425.0,0.0,120.71342240036583
1065,2,43,F,Y,N,O,O,O,O,0.0,0.0,120.71342240036583
1066,1,64,M,Y,N,O,O,O,O,0.0,0.0,90.75534676815826
1066,2,59,F,Y,N,O,O,O,O,0.0,0.0,90.75534676815826
1066,3,42,F,Y,N,F,M,O,O,575.0,0.0,90.75534676815826
1066,4,37,F,Y,N,F,S,O,O,441.0,0.0,90.75534676815826
1066,5,17,F,N,N,O,O,O,S,0.0,441.0,90.75534676815826
1066,6,8,F,N,N,O,O,O,S,0.0,440.0,90.75534676815826
1066,7,6,F,N,N,O,O,O,S,0.0,0.0,90.75534676815826
1067,1,60,M,Y,N,O,O,O,O,0.0,0.0,88.1119871535517
1067,2,64,F,Y,N,O,O,O,O,0.0,0.0,88.1119871535517
1068,1,40,M,Y,N,F,S,O,O,610.0,0.0,105.9301890001588
1068,2,40,F,Y,N,F,S,O,O,441.0,0.0,105.9301890001588
1068,3,21,F,Y,N,O,O,O,O,0.0,0.0,105.9301890001588
1068,4,20,M,Y,N,F,S,O,O,441.0,0.0,105.9301890001588
1068,5,18,F,Y,N,F,G,O,O,432.0,0.0,105.9301890001588
1068,6,16,M,N,N,O,O,O,S,0.0,367.0,105.9301890001588
1069,1,27,M,Y,N,P,P,O,O,441.0,0.0,88.1119871535517
1069,2,26,F,Y,N,O,O,O,O,0.0,0.0,88.1119871535517
1070,1,31,F,Y,N,P,S,O,O,213.0,0.0,75.19214453104557
1070,2,24,M,Y,N,F,S,O,O,0.0,0.0,75.19214453104557
1070,3,51,F,Y,N,F,S,O,O,0.0,0.0,75.19214453104557
1071,1,54,F,Y,N,O,O,O,O,0.0,0.0,61.88891896016828
1071,2,54,M,Y,N,P,M,O,O,0.0,0.0,61.88891896016828
1071,3,31,F,Y,N,P,P,O,O,607.0,0.0,61.88891896016828
1071,4,35,M,Y,N,P,M,O,O,0.0,0.0,61.88891896016828
