HouseholdId,HouseholdZone,ExpansionFactor,NumberOfPersons,DwellingType,Vehicles,IncomeClass,MACROZONA,MUNICIPIO,NumberOfFormalWorkers,NumberOfInformalWorkers,NumberOfLicenses,DistanceEmployment,DistanceSchool,ZONA,AREA,POBTOT,ZoneDensity
215,150,32.805390331136344,1,1,1,4,161.0,Santiago,0,0,1,-1.0,-1.0,150,1.15405,2727,2362.9825397513105
216,150,19.709021703714704,2,1,1,3,161.0,Santiago,0,0,2,-1.0,-1.0,150,1.15405,2727,2362.9825397513105
217,150,32.68873257027324,3,1,2,4,161.0,Santiago,1,0,3,3.723,-1.0,150,1.15405,2727,2362.9825397513105
218,150,19.709021703714704,1,1,1,4,161.0,Santiago,0,1,1,-1.0,-1.0,150,1.15405,2727,2362.9825397513105
219,150,19.709021703714704,3,1,1,3,161.0,Santiago,0,1,2,2.193,-1.0,150,1.15405,2727,2362.9825397513105
220,150,32.805390331136344,2,1,1,4,161.0,Santiago,0,1,2,3.723,-1.0,150,1.15405,2727,2362.9825397513105
221,150,35.5192182417413,3,1,2,4,161.0,Santiago,0,1,2,3.723,-1.0,150,1.15405,2727,2362.9825397513105
222,150,34.84076126409006,2,1,2,4,161.0,Santiago,0,2,2,40.12159,-1.0,150,1.15405,2727,2362.9825397513105
223,153,24.31393331673216,4,1,1,3,161.0,Santiago,1,0,4,-1.0,-1.0,153,3.911615,1739,444.57340510249605
224,153,32.805390331136344,3,1,0,4,161.0,Santiago,0,2,2,8.76529,-1.0,153,3.911615,1739,444.57340510249605
225,153,32.805390331136344,4,1,4,5,161.0,Santiago,1,0,4,8.76529,55.84631,153,3.911615,1739,444.57340510249605
226,153,36.87613219704377,3,1,1,4,161.0,Santiago,0,1,3,-1.0,-1.0,153,3.911615,1739,444.57340510249605
227,153,32.805390331136344,2,1,2,5,161.0,Santiago,1,1,2,0.659260107,-1.0,153,3.911615,1739,444.57340510249605
228,382,23.94554038769076,2,1,0,1,161.0,Santiago,0,0,2,-1.0,-1.0,382,1.957883,946,483.17493946267473
229,382,29.001733338783925,7,1,3,6,161.0,Santiago,1,1,6,4.6598137875,0.466414575,382,1.957883,946,483.17493946267473
230,382,21.96542839409326,2,1,0,4,161.0,Santiago,0,1,2,4.7747072875,-1.0,382,1.957883,946,483.17493946267473
231,150,36.87613219704377,2,1,1,3,161.0,Santiago,0,0,2,-1.0,-1.0,150,1.15405,2727,2362.9825397513105
232,149,36.87613219704377,2,1,1,4,161.0,Santiago,0,0,2,-1.0,-1.0,149,2.33898,851,363.83380789916976
233,149,19.709021703714704,2,1,0,1,161.0,Santiago,0,0,2,-1.0,-1.0,149,2.33898,851,363.83380789916976
234,149,19.709021703714704,2,1,1,3,161.0,Santiago,0,0,2,-1.0,-1.0,149,2.33898,851,363.83380789916976
235,161,32.805390331136344,2,1,1,5,161.0,Santiago,1,0,2,39.6337,-1.0,161,1.624195,2751,1693.7621406296657
236,147,28.439934121995798,4,1,2,6,161.0,Santiago,2,0,4,3.3855,4.171,147,1.046662,2589,2473.5779076721997
237,214,38.93738759013075,2,1,0,3,161.0,Santiago,0,1,2,5.953,-1.0,214,1.121799,1474,1313.9608789096799
238,214,36.87613219704377,2,1,1,2,161.0,Santiago,0,0,2,-1.0,-1.0,214,1.121799,1474,1313.9608789096799
239,147,29.796848077298275,5,1,1,4,161.0,Santiago,0,1,4,2.1785,-1.0,147,1.046662,2589,2473.5779076721997
240,147,19.709021703714704,4,1,3,4,161.0,Santiago,2,0,4,0.341021668,-1.0,147,1.046662,2589,2473.5779076721997
241,147,32.805390331136344,4,1,2,4,161.0,Santiago,0,1,2,2.919,1.196,147,1.046662,2589,2473.5779076721997
242,147,28.55966182393425,3,1,2,6,161.0,Santiago,0,1,3,0.341021668,-1.0,147,1.046662,2589,2473.5779076721997
243,147,19.709021703714704,2,1,2,4,161.0,Santiago,0,0,2,-1.0,-1.0,147,1.046662,2589,2473.5779076721997
244,147,32.2155253922839,5,1,4,6,161.0,Santiago,3,1,5,2.469755417,-1.0,147,1.046662,2589,2473.5779076721997
245,327,19.709021703714704,1,1,1,4,161.0,Santiago,0,0,1,-1.0,-1.0,327,1.647089,3970,2410.3129824799994
246,327,19.709021703714704,2,1,0,2,161.0,Santiago,0,0,2,-1.0,-1.0,327,1.647089,3970,2410.3129824799994
247,327,34.84076126409006,4,1,1,4,161.0,Santiago,1,0,3,-1.0,15.06329,327,1.647089,3970,2410.3129824799994
248,147,19.709021703714704,2,1,0,2,161.0,Santiago,0,0,2,-1.0,-1.0,147,1.046662,2589,2473.5779076721997
249,147,25.609448450527736,4,1,2,4,161.0,Santiago,0,2,3,2.1165000000000003,-1.0,147,1.046662,2589,2473.5779076721997
250,327,28.5013329435027,4,1,1,3,161.0,Santiago,2,0,3,8.855,15.06329,327,1.647089,3970,2410.3129824799994
251,327,19.709021703714704,2,1,3,4,161.0,Santiago,0,0,2,-1.0,-1.0,327,1.647089,3970,2410.3129824799994
252,327,19.709021703714704,3,1,2,6,161.0,Santiago,0,0,1,-1.0,-1.0,327,1.647089,3970,2410.3129824799994
253,161,36.87613219704377,2,1,1,4,161.0,Santiago,0,0,2,-1.0,-1.0,161,1.624195,2751,1693.7621406296657
254,161,32.805390331136344,4,1,3,6,161.0,Santiago,3,0,4,45.67040333333333,-1.0,161,1.624195,2751,1693.7621406296657
255,161,36.87613219704377,2,1,1,4,161.0,Santiago,1,0,2,-1.0,-1.0,161,1.624195,2751,1693.7621406296657
256,161,28.375465359413557,3,1,2,5,161.0,Santiago,1,1,3,24.62,-1.0,161,1.624195,2751,1693.7621406296657
257,154,32.805390331136344,3,1,2,5,161.0,Santiago,2,0,3,31.00568,-1.0,154,0.51223,1618,3158.737285984812
258,151,19.709021703714704,2,1,1,4,161.0,Santiago,0,0,2,-1.0,-1.0,151,0.910693,3518,3862.99224876001
259,154,19.709021703714704,1,1,0,3,161.0,Santiago,0,1,1,-1.0,-1.0,154,0.51223,1618,3158.737285984812
260,147,30.410836292367264,3,1,1,6,161.0,Santiago,0,1,2,39.23,11.783,147,1.046662,2589,2473.5779076721997
261,621,143.48101546280657,3,1,1,6,31.0,General Escobedo,1,0,3,-1.0,-1.0,621,0.881048,7531,8547.774922592185
262,461,119.39394960040984,1,1,2,6,22.0,San Pedro Garza García,1,0,1,-1.0,-1.0,461,4.217939,5118,1213.3888138258992
263,722,86.20139615115275,1,1,1,2,31.0,General Escobedo,0,1,1,0.291916845,-1.0,722,0.766939,12602,16431.554530412457
264,461,106.2140980211438,4,1,4,6,22.0,San Pedro Garza García,3,0,4,12.6018,-1.0,461,4.217939,5118,1213.3888138258992
265,509,145.85008076610018,3,1,0,3,33.0,General Escobedo,1,0,2,21.403,-1.0,509,0.565096,8005,14165.734671631013
266,32,42.30966646319866,2,1,0,3,182.0,García,1,0,2,0.784,-1.0,32,1.073525,13988,13029.971356046668
267,99,23.94554038769076,2,1,0,2,161.0,Santiago,1,0,2,15.453,-1.0,99,4.200933,1462,348.01792839828676
268,379,23.94554038769076,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,379,2.303788,794,344.64976812102503
269,379,24.22183508447181,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,379,2.303788,794,344.64976812102503
270,32,55.160733379590766,3,1,0,2,182.0,García,1,0,3,45.969,-1.0,32,1.073525,13988,13029.971356046668
271,425,215.8335135299751,5,1,1,3,12.0,Monterrey,1,1,2,25.77633,20.3505,425,2.176434,13031,5987.316867867346
272,441,90.84571803703368,4,1,0,2,11.0,Monterrey,1,1,3,1.8288856865,0.749771373,441,5.059414,22587,4464.351009820504
273,441,120.71342240036584,2,1,0,4,11.0,Monterrey,1,0,2,8.437,-1.0,441,5.059414,22587,4464.351009820504
274,32,58.91719909361308,5,1,0,3,182.0,García,1,0,2,19.861,-1.0,32,1.073525,13988,13029.971356046668
275,441,92.36508499500198,4,1,0,4,11.0,Monterrey,0,2,2,4.5933856865,8.3668856865,441,5.059414,22587,4464.351009820504
276,441,88.1119871535517,3,1,0,2,11.0,Monterrey,1,0,2,15.03525,-1.0,441,5.059414,22587,4464.351009820504
277,32,51.40426766556846,4,1,0,4,182.0,García,2,0,3,26.125,-1.0,32,1.073525,13988,13029.971356046668
278,32,74.79320945340211,4,1,0,3,182.0,García,1,0,2,23.88458,-1.0,32,1.073525,13988,13029.971356046668
279,32,42.30966646319866,1,1,0,3,182.0,García,0,1,1,0.345370172,-1.0,32,1.073525,13988,13029.971356046668
280,441,77.71929123287637,4,1,0,3,11.0,Monterrey,1,0,2,11.83,0.749771373,441,5.059414,22587,4464.351009820504
281,441,88.1119871535517,4,1,0,4,11.0,Monterrey,1,0,2,15.956,-1.0,441,5.059414,22587,4464.351009820504
282,441,88.1119871535517,3,1,0,4,11.0,Monterrey,1,0,3,0.749771373,-1.0,441,5.059414,22587,4464.351009820504
283,32,74.79320945340211,4,1,2,4,182.0,García,1,0,2,5.124825,-1.0,32,1.073525,13988,13029.971356046668
284,441,111.90222368501064,6,1,1,5,11.0,Monterrey,1,2,5,6.413083333333333,-1.0,441,5.059414,22587,4464.351009820504
285,441,88.1119871535517,3,1,0,2,11.0,Monterrey,1,0,3,11.16336,-1.0,441,5.059414,22587,4464.351009820504
286,441,72.52294327253871,3,1,0,2,11.0,Monterrey,0,2,3,0.749771373,-1.0,441,5.059414,22587,4464.351009820504
287,441,80.31746521304521,2,1,0,2,11.0,Monterrey,0,2,2,20.126353,-1.0,441,5.059414,22587,4464.351009820504
288,441,80.31746521304521,5,1,0,3,11.0,Monterrey,0,2,3,5.672499999999999,-1.0,441,5.059414,22587,4464.351009820504
289,441,88.1119871535517,4,1,0,3,11.0,Monterrey,0,2,4,12.332,-1.0,441,5.059414,22587,4464.351009820504
290,441,88.1119871535517,5,1,0,3,11.0,Monterrey,1,2,3,1.919923791,4.5933856865,441,5.059414,22587,4464.351009820504
291,441,88.1119871535517,4,1,0,3,11.0,Monterrey,1,1,3,19.827,-1.0,441,5.059414,22587,4464.351009820504
292,116,98.3968156406362,4,1,1,5,61.0,Juárez,1,0,2,23.37601,8.64085,116,1.160699,5688,4900.495304984324
293,116,113.05624421711606,3,1,0,4,61.0,Juárez,2,0,3,8.36366,-1.0,116,1.160699,5688,4900.495304984324
294,32,70.4238467018288,1,1,0,4,182.0,García,0,1,1,27.627,-1.0,32,1.073525,13988,13029.971356046668
295,441,88.1119871535517,4,1,0,3,11.0,Monterrey,1,0,2,11.81,-1.0,441,5.059414,22587,4464.351009820504
296,515,83.58750153368695,3,1,0,3,182.0,García,1,0,2,5.144,-1.0,515,0.292374,1071,3663.1164193806558
297,441,91.79913492366956,4,1,1,3,11.0,Monterrey,1,0,2,2.908,14.7073856865,441,5.059414,22587,4464.351009820504
298,441,88.1119871535517,6,1,1,4,11.0,Monterrey,0,1,3,-1.0,22.22853,441,5.059414,22587,4464.351009820504
299,441,120.71342240036584,4,1,1,4,11.0,Monterrey,1,0,2,13.96296,-1.0,441,5.059414,22587,4464.351009820504
300,441,120.71342240036584,5,1,1,4,11.0,Monterrey,0,1,5,16.42287,-1.0,441,5.059414,22587,4464.351009820504
301,515,83.58750153368695,4,1,0,3,182.0,García,1,0,2,14.157,-1.0,515,0.292374,1071,3663.1164193806558
302,441,80.31746521304521,4,1,0,4,11.0,Monterrey,0,1,3,9.465,0.749771373,441,5.059414,22587,4464.351009820504
303,441,80.31746521304521,4,1,0,4,11.0,Monterrey,1,0,4,15.443,0.749771373,441,5.059414,22587,4464.351009820504
304,509,130.60017363196138,4,1,1,4,33.0,General Escobedo,0,1,2,0.250576225,1.6502881125,509,0.565096,8005,14165.734671631013
305,224,78.02011048843224,2,1,1,4,61.0,Juárez,0,1,2,10.87,-1.0,224,0.808108,616,762.2743494681404
306,515,51.93149092367685,6,1,1,4,182.0,García,0,2,4,14.7255,-1.0,515,0.292374,1071,3663.1164193806558
307,224,85.4737451353022,3,1,1,4,61.0,Juárez,2,0,3,3.1733333333333333,-1.0,224,0.808108,616,762.2743494681404
308,441,88.1119871535517,3,1,0,2,11.0,Monterrey,1,0,2,2.102,-1.0,441,5.059414,22587,4464.351009820504
309,441,96.92318586890688,3,1,0,2,11.0,Monterrey,0,1,2,9.089,-1.0,441,5.059414,22587,4464.351009820504
310,441,88.1119871535517,2,1,0,2,11.0,Monterrey,0,0,2,-1.0,-1.0,441,5.059414,22587,4464.351009820504
311,441,88.1119871535517,5,1,0,3,11.0,Monterrey,1,0,2,0.749771373,-1.0,441,5.059414,22587,4464.351009820504
312,441,77.71929123287637,5,1,0,4,11.0,Monterrey,1,0,2,14.039,0.749771373,441,5.059414,22587,4464.351009820504
313,441,120.71342240036584,3,1,1,3,11.0,Monterrey,1,0,2,2.908,-1.0,441,5.059414,22587,4464.351009820504
314,441,80.31746521304521,5,1,0,3,11.0,Monterrey,2,0,3,9.8005,0.749771373,441,5.059414,22587,4464.351009820504
315,441,88.1119871535517,4,1,0,3,11.0,Monterrey,2,0,4,15.984,-1.0,441,5.059414,22587,4464.351009820504
316,515,62.9485839984428,3,1,0,4,182.0,García,1,0,2,0.180238731,-1.0,515,0.292374,1071,3663.1164193806558
317,441,120.71342240036584,2,1,1,2,11.0,Monterrey,0,0,2,-1.0,-1.0,441,5.059414,22587,4464.351009820504
318,441,88.1119871535517,2,1,0,2,11.0,Monterrey,0,1,2,22.994,-1.0,441,5.059414,22587,4464.351009820504
319,441,104.10770174450415,4,2,0,2,11.0,Monterrey,0,1,2,7.739,-1.0,441,5.059414,22587,4464.351009820504
320,515,44.58331676379111,5,1,1,4,182.0,García,1,0,2,10.817,21.182,515,0.292374,1071,3663.1164193806558
321,515,58.91719909361308,6,1,0,2,182.0,García,1,0,2,-1.0,-1.0,515,0.292374,1071,3663.1164193806558
322,210,72.52294327253871,3,1,0,2,11.0,Monterrey,1,0,2,0.799861585,0.799861585,210,5.758007,3228,560.6106418418734
323,441,92.21258347877468,2,1,0,2,11.0,Monterrey,1,0,2,0.749771373,-1.0,441,5.059414,22587,4464.351009820504
324,441,111.90222368501064,4,1,0,3,11.0,Monterrey,2,0,2,7.0348856865,-1.0,441,5.059414,22587,4464.351009820504
325,210,120.71342240036584,3,1,2,4,11.0,Monterrey,1,1,2,21.45935,-1.0,210,5.758007,3228,560.6106418418734
326,441,120.71342240036584,2,1,0,2,11.0,Monterrey,0,1,2,17.529,-1.0,441,5.059414,22587,4464.351009820504
327,441,88.46782402474874,5,1,0,2,11.0,Monterrey,0,1,2,0.749771373,2.5074162486666665,441,5.059414,22587,4464.351009820504
328,441,76.42020424279195,4,1,0,2,11.0,Monterrey,0,2,2,1.8288856865,0.749771373,441,5.059414,22587,4464.351009820504
329,332,119.29616375063137,5,1,0,4,181.0,García,1,0,2,-1.0,1.691,332,1.011957,941,929.8814080044904
330,210,88.1119871535517,2,1,0,2,11.0,Monterrey,0,1,2,25.962,-1.0,210,5.758007,3228,560.6106418418734
331,441,99.43098858020026,4,1,1,5,11.0,Monterrey,1,0,2,16.54724,1.4258856865,441,5.059414,22587,4464.351009820504
332,332,166.17546178202676,4,1,0,4,181.0,García,0,1,2,3.525,3.398,332,1.011957,941,929.8814080044904
333,332,116.1589354006318,3,1,1,4,181.0,García,1,0,2,34.04799,-1.0,332,1.011957,941,929.8814080044904
334,332,145.12736860647158,3,1,1,4,181.0,García,1,0,2,46.2548,-1.0,332,1.011957,941,929.8814080044904
335,384,23.94554038769076,1,1,0,2,161.0,Santiago,0,1,1,7.579214,-1.0,384,3.78137,1761,465.7042288905873
336,384,36.87613219704377,3,1,2,4,161.0,Santiago,0,1,2,7.579214,-1.0,384,3.78137,1761,465.7042288905873
337,384,24.31393331673216,2,1,2,4,161.0,Santiago,1,0,2,4.129,-1.0,384,3.78137,1761,465.7042288905873
338,509,98.03029518498678,5,1,0,4,33.0,General Escobedo,0,1,2,0.250576225,-1.0,509,0.565096,8005,14165.734671631013
339,118,78.02011048843224,2,1,0,3,61.0,Juárez,0,0,2,-1.0,-1.0,118,0.575189,5398,9384.741363273637
340,118,91.74290001546304,5,1,1,4,61.0,Juárez,2,0,2,15.883837025999998,0.6456013506666666,118,0.575189,5398,9384.741363273637
341,332,145.12736860647158,1,1,1,4,181.0,García,1,0,1,34.339,-1.0,332,1.011957,941,929.8814080044904
342,384,32.805390331136344,1,1,1,3,161.0,Santiago,0,1,1,-1.0,-1.0,384,3.78137,1761,465.7042288905873
343,382,19.709021703714704,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,382,1.957883,946,483.17493946267473
344,382,36.206303372770286,4,1,2,4,161.0,Santiago,3,0,4,6.363142666666666,-1.0,382,1.957883,946,483.17493946267473
345,384,34.84076126409006,3,1,2,4,161.0,Santiago,1,1,3,4.129,-1.0,384,3.78137,1761,465.7042288905873
346,384,34.16230428643882,1,1,1,2,161.0,Santiago,0,0,1,7.579214,-1.0,384,3.78137,1761,465.7042288905873
347,384,32.805390331136344,3,1,1,3,161.0,Santiago,0,2,2,7.579214,-1.0,384,3.78137,1761,465.7042288905873
348,382,28.55966182393425,3,1,2,3,161.0,Santiago,0,1,3,4.063,7.137214,382,1.957883,946,483.17493946267473
349,385,19.709021703714704,2,1,1,3,161.0,Santiago,0,1,2,2.463,-1.0,385,3.140263,2109,671.5997991251052
350,385,34.84076126409006,3,1,1,3,161.0,Santiago,1,1,3,22.63193,-1.0,385,3.140263,2109,671.5997991251052
351,385,36.87613219704377,2,1,2,6,161.0,Santiago,0,0,2,-1.0,-1.0,385,3.140263,2109,671.5997991251052
352,385,32.805390331136344,2,1,2,5,161.0,Santiago,1,0,2,58.95603,-1.0,385,3.140263,2109,671.5997991251052
353,386,36.87613219704377,2,1,1,3,161.0,Santiago,0,0,2,-1.0,-1.0,386,1.819472,102,56.0602196681235
354,386,32.805390331136344,3,1,1,4,161.0,Santiago,2,0,2,5.871,-1.0,386,1.819472,102,56.0602196681235
355,386,32.805390331136344,3,1,0,2,161.0,Santiago,1,1,3,0.4,-1.0,386,1.819472,102,56.0602196681235
356,332,129.72256957046076,3,1,0,4,181.0,García,1,0,2,11.606,-1.0,332,1.011957,941,929.8814080044904
357,381,32.805390331136344,2,1,1,4,161.0,Santiago,1,0,2,30.95717,-1.0,381,3.726015,1810,485.7736750925587
358,381,32.805390331136344,2,1,0,2,161.0,Santiago,0,1,2,-1.0,-1.0,381,3.726015,1810,485.7736750925587
359,381,36.87613219704377,2,1,1,5,161.0,Santiago,0,0,2,-1.0,-1.0,381,3.726015,1810,485.7736750925587
360,381,19.709021703714704,1,1,0,2,161.0,Santiago,0,1,1,-1.0,-1.0,381,3.726015,1810,485.7736750925587
361,381,32.805390331136344,4,1,1,3,161.0,Santiago,0,1,2,11.97021,-1.0,381,3.726015,1810,485.7736750925587
362,381,36.87613219704377,1,1,1,4,161.0,Santiago,1,0,1,7.817,-1.0,381,3.726015,1810,485.7736750925587
363,381,36.87613219704377,2,1,0,3,161.0,Santiago,0,0,2,-1.0,-1.0,381,3.726015,1810,485.7736750925587
364,381,36.87613219704377,1,1,1,5,161.0,Santiago,0,0,1,-1.0,-1.0,381,3.726015,1810,485.7736750925587
365,381,19.709021703714704,1,1,1,3,161.0,Santiago,0,1,1,7.817,-1.0,381,3.726015,1810,485.7736750925587
366,381,36.87613219704377,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,381,3.726015,1810,485.7736750925587
367,381,19.709021703714704,3,1,0,3,161.0,Santiago,0,1,2,1.832,-1.0,381,3.726015,1810,485.7736750925587
368,385,38.93738759013075,1,1,1,2,161.0,Santiago,0,1,1,8.793,-1.0,385,3.140263,2109,671.5997991251052
369,379,32.805390331136344,2,1,1,3,161.0,Santiago,0,1,2,-1.0,-1.0,379,2.303788,794,344.64976812102503
370,332,87.19050219479203,1,1,0,2,181.0,García,1,0,1,-1.0,-1.0,332,1.011957,941,929.8814080044904
371,383,34.84076126409006,3,1,2,4,161.0,Santiago,1,0,2,5.711214,6.083,383,2.972895,841,282.8892375950042
372,383,36.87613219704377,2,1,2,4,161.0,Santiago,1,0,2,6.083,-1.0,383,2.972895,841,282.8892375950042
373,383,34.16230428643882,3,1,2,3,161.0,Santiago,1,0,2,2.637,8.108,383,2.972895,841,282.8892375950042
374,332,145.12736860647158,2,1,0,4,181.0,García,1,0,2,31.82834,-1.0,332,1.011957,941,929.8814080044904
375,160,36.87613219704377,2,1,1,2,161.0,Santiago,0,0,2,-1.0,-1.0,160,2.625755,863,328.6673737648791
376,160,19.709021703714704,1,1,0,2,161.0,Santiago,0,1,1,0.540139385,-1.0,160,2.625755,863,328.6673737648791
377,160,19.709021703714704,3,1,2,4,161.0,Santiago,0,1,2,-1.0,-1.0,160,2.625755,863,328.6673737648791
378,160,28.55966182393425,3,1,2,4,161.0,Santiago,1,0,2,-1.0,-1.0,160,2.625755,863,328.6673737648791
379,331,145.12736860647158,3,1,1,4,181.0,García,1,0,3,47.769,-1.0,331,2.051156,2036,992.6109959457008
380,382,32.805390331136344,1,1,2,4,161.0,Santiago,0,0,1,-1.0,-1.0,382,1.957883,946,483.17493946267473
381,382,24.074477912855247,4,1,1,4,161.0,Santiago,0,1,2,0.466414575,0.466414575,382,1.957883,946,483.17493946267473
382,382,36.87613219704377,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,382,1.957883,946,483.17493946267473
383,384,28.375465359413557,3,1,1,4,161.0,Santiago,2,0,3,4.129,-1.0,384,3.78137,1761,465.7042288905873
384,384,32.805390331136344,2,1,1,4,161.0,Santiago,0,2,2,7.579214,-1.0,384,3.78137,1761,465.7042288905873
385,384,25.609448450527736,3,1,2,4,161.0,Santiago,1,0,2,29.867,0.466,384,3.78137,1761,465.7042288905873
386,384,36.87613219704377,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,384,3.78137,1761,465.7042288905873
387,384,32.805390331136344,3,1,1,4,161.0,Santiago,0,1,3,-1.0,-1.0,384,3.78137,1761,465.7042288905873
388,384,28.734648465228915,2,1,1,4,161.0,Santiago,0,0,2,-1.0,-1.0,384,3.78137,1761,465.7042288905873
389,384,32.805390331136344,1,1,1,3,161.0,Santiago,0,0,1,-1.0,-1.0,384,3.78137,1761,465.7042288905873
390,384,32.805390331136344,4,1,2,4,161.0,Santiago,1,0,2,4.129,0.466,384,3.78137,1761,465.7042288905873
391,384,19.709021703714704,2,1,1,2,161.0,Santiago,0,0,2,-1.0,-1.0,384,3.78137,1761,465.7042288905873
392,384,36.87613219704377,1,1,0,1,161.0,Santiago,0,1,1,-1.0,-1.0,384,3.78137,1761,465.7042288905873
393,331,145.12736860647158,2,1,1,4,181.0,García,2,0,2,30.98409,-1.0,331,2.051156,2036,992.6109959457008
394,384,23.94554038769076,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,384,3.78137,1761,465.7042288905873
395,384,32.805390331136344,2,1,2,5,161.0,Santiago,0,1,2,4.129,-1.0,384,3.78137,1761,465.7042288905873
396,384,36.87613219704377,1,1,1,4,161.0,Santiago,0,0,1,-1.0,-1.0,384,3.78137,1761,465.7042288905873
397,384,36.87613219704377,2,1,1,4,161.0,Santiago,0,0,2,-1.0,-1.0,384,3.78137,1761,465.7042288905873
398,382,32.805390331136344,3,1,1,3,161.0,Santiago,0,1,3,17.716,-1.0,382,1.957883,946,483.17493946267473
399,382,29.32320464692273,3,1,0,2,161.0,Santiago,1,1,3,10.7072072875,-1.0,382,1.957883,946,483.17493946267473
400,382,36.87613219704377,2,1,1,4,161.0,Santiago,0,1,2,-1.0,-1.0,382,1.957883,946,483.17493946267473
401,382,36.87613219704377,2,1,1,3,161.0,Santiago,0,0,2,-1.0,-1.0,382,1.957883,946,483.17493946267473
402,382,34.84076126409006,2,1,2,4,161.0,Santiago,0,0,2,-1.0,-1.0,382,1.957883,946,483.17493946267473
403,382,28.55966182393425,3,1,2,4,161.0,Santiago,1,0,2,7.137214,-1.0,382,1.957883,946,483.17493946267473
404,118,108.46706525914878,4,1,0,4,61.0,Juárez,1,0,4,70.91,-1.0,118,0.575189,5398,9384.741363273637
405,118,96.24910826610332,2,1,0,2,61.0,Juárez,0,1,2,0.4,-1.0,118,0.575189,5398,9384.741363273637
406,331,1.0,2,1,0,2,181.0,García,0,0,2,-1.0,-1.0,331,2.051156,2036,992.6109959457008
407,382,24.22183508447181,2,1,1,4,161.0,Santiago,0,1,2,0.466414575,-1.0,382,1.957883,946,483.17493946267473
408,382,32.805390331136344,2,1,1,3,161.0,Santiago,0,0,2,-1.0,-1.0,382,1.957883,946,483.17493946267473
409,382,36.87613219704377,3,1,2,5,161.0,Santiago,2,0,2,7.513214,7.513214,382,1.957883,946,483.17493946267473
410,382,32.805390331136344,4,1,3,4,161.0,Santiago,1,1,3,3.9898142875,9.534,382,1.957883,946,483.17493946267473
411,382,28.29257695037924,1,1,0,2,161.0,Santiago,0,1,1,-1.0,-1.0,382,1.957883,946,483.17493946267473
412,382,19.709021703714704,2,1,1,3,161.0,Santiago,0,1,2,0.466414575,-1.0,382,1.957883,946,483.17493946267473
413,382,19.709021703714704,2,1,0,2,161.0,Santiago,0,0,2,-1.0,-1.0,382,1.957883,946,483.17493946267473
414,382,32.805390331136344,3,1,2,4,161.0,Santiago,1,1,3,3.8018142875,-1.0,382,1.957883,946,483.17493946267473
415,382,31.33181861497076,4,1,2,3,161.0,Santiago,0,1,3,1.826,3.9898142875,382,1.957883,946,483.17493946267473
416,332,87.19050219479203,2,1,1,4,181.0,García,0,0,2,-1.0,-1.0,332,1.011957,941,929.8814080044904
417,384,32.805390331136344,6,1,5,6,161.0,Santiago,4,2,6,20.65221775,-1.0,384,3.78137,1761,465.7042288905873
418,332,145.12736860647158,1,1,1,3,181.0,García,1,0,1,3.398,-1.0,332,1.011957,941,929.8814080044904
419,90,94.79078844388964,2,1,1,3,61.0,Juárez,0,0,1,-1.0,13.19943,90,5.83836,21822,3737.693461862578
420,90,86.77002942171436,4,1,0,2,61.0,Juárez,2,0,2,6.07961,0.805423284,90,5.83836,21822,3737.693461862578
421,90,129.8633801681288,1,1,1,3,61.0,Juárez,1,0,1,6.07961,-1.0,90,5.83836,21822,3737.693461862578
422,331,87.19050219479203,3,1,1,4,181.0,García,0,1,2,-1.0,-1.0,331,2.051156,2036,992.6109959457008
423,384,28.734648465228915,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,384,3.78137,1761,465.7042288905873
424,384,22.01147751022343,3,1,1,4,161.0,Santiago,1,0,3,1.574,-1.0,384,3.78137,1761,465.7042288905873
425,384,21.827281045702733,4,1,1,4,161.0,Santiago,0,1,3,4.129,0.466,384,3.78137,1761,465.7042288905873
426,384,24.31393331673216,2,1,0,2,161.0,Santiago,0,0,2,-1.0,-1.0,384,3.78137,1761,465.7042288905873
