HouseholdId,PersonNumber,TripNumber,StartTime,Mode,PuposeOrigin,ZoneOrigin,PurposeDestination,ZoneDestination
9346,3,2,1300,S,S,157,H,153
9347,1,1,505,P,H,153,W,296
9347,1,2,1800,P,W,296,H,153
9347,2,1,640,D,H,153,F,153
9347,2,2,600,D,F,153,H,153
9347,2,3,1345,D,H,153,F,153
9347,2,4,1405,D,F,153,H,153
9347,3,1,640,P,H,153,S,153
9347,3,2,1405,P,S,153,H,153
9347,4,1,640,P,H,153,S,153
9347,4,2,1405,P,S,153,H,153
9348,1,1,700,O,H,153,W,156
9348,1,2,1800,O,W,156,H,153
9348,2,1,700,O,H,153,W,156
9348,2,2,1800,O,W,156,H,153
9349,1,1,630,D,H,324,W,141
9349,1,2,1200,D,W,141,H,324
9350,2,1,730,D,H,153,W,573
9350,2,2,1600,D,W,573,H,153
9350,3,1,700,P,H,153,S,158
9350,3,2,1300,P,S,158,H,153
9351,1,1,1000,W,H,153,M,158
9351,1,2,1100,W,M,158,H,153
9352,1,1,1000,D,H,153,M,156
9352,1,2,1020,D,M,156,H,153
9352,2,1,1900,P,H,153,E,158
9352,2,2,2030,P,E,158,H,153
9353,1,1,1000,W,H,153,M,158
9353,1,2,1100,W,M,158,H,153
9354,1,1,800,D,H,153,W,150
9354,1,2,1715,D,W,150,H,153
9354,2,1,1400,D,H,153,O,150
9354,2,2,1430,D,O,150,H,153
9354,3,1,720,W,H,153,W,156
9354,3,2,1600,W,W,156,H,153
9355,2,1,900,O,H,616,W,319
9355,2,2,1700,O,W,319,H,616
9356,1,1,745,D,H,154,W,157
9356,1,2,1800,D,W,157,H,154
9356,2,1,745,D,H,154,F,147
9356,2,2,805,D,F,147,H,154
9356,2,3,1245,D,H,154,F,147
9356,2,4,1300,D,F,147,H,154
9356,3,1,745,P,H,154,S,147
9356,3,2,1300,P,S,147,H,154
9357,2,1,1345,W,H,154,W,150
9357,2,2,2200,W,W,150,H,154
9358,2,1,1100,W,H,154,O,158
9358,2,2,1200,W,O,158,H,154
9358,3,1,655,W,H,154,W,153
9358,3,2,1500,W,W,153,H,154
9358,4,1,1455,W,H,154,W,153
9358,4,2,2300,W,W,153,H,154
9359,1,1,1000,W,H,154,M,153
9359,1,2,1115,W,M,153,H,154
9359,2,1,1000,W,H,154,M,153
9359,2,2,1115,W,M,153,H,154
9359,3,1,1100,B,H,154,M,555
9359,3,2,1300,B,M,555,H,154
9360,1,1,645,D,H,154,W,160
9360,2,1,1400,W,H,154,M,158
9360,2,2,1430,W,M,158,H,154
9360,3,1,630,S,H,154,S,153
9360,3,2,1300,S,S,153,H,154
9360,4,1,630,S,H,154,S,153
9360,4,2,1300,S,S,153,H,154
9361,1,1,1130,B,H,154,M,156
9361,1,2,1400,B,M,156,H,154
9361,2,1,450,O,H,154,W,296
9361,2,2,1800,O,W,296,H,154
9362,1,1,1000,W,H,153,M,158
9362,1,2,1030,W,M,158,H,153
9363,2,1,1000,W,H,153,E,158
9363,2,2,1200,W,E,158,H,153
9364,1,1,1000,W,H,153,E,153
9364,1,2,1200,W,E,153,H,153
9364,2,1,1000,W,H,153,E,153
9364,2,2,1200,W,E,153,H,153
9365,2,1,800,W,H,153,W,159
9365,2,2,1700,W,W,208,H,153
9365,3,1,630,D,H,153,W,156
9365,3,2,1900,D,W,156,H,153
9366,2,1,830,D,H,153,W,156
9366,2,2,1630,D,W,156,H,153
9367,1,1,1300,D,H,153,W,324
9367,1,2,2330,D,W,324,H,153
9367,2,1,930,D,H,153,W,324
9367,2,2,1600,D,W,324,H,153
9367,3,1,1200,D,H,153,W,324
9367,3,2,1830,D,W,324,H,153
9367,4,1,1200,P,H,153,W,324
9367,4,2,1830,P,W,324,H,153
9368,1,1,725,D,H,153,W,214
9368,1,2,1800,D,W,214,H,153
9368,2,1,745,W,H,153,F,153
9368,2,2,810,W,F,153,H,153
9368,2,3,1245,W,H,153,F,153
9368,2,4,1305,W,F,153,H,153
9368,3,1,745,W,H,153,S,153
9368,3,2,1305,W,S,153,H,153
9368,4,1,745,W,H,153,S,153
9368,4,2,1305,W,S,153,H,153
9369,3,1,730,D,H,153,W,441
9369,3,2,1800,D,W,441,H,153
9369,4,1,530,D,H,153,W,151
9369,4,2,1500,D,W,151,H,153
9369,5,1,530,P,H,153,W,151
9369,5,2,1500,P,W,151,H,153
9370,1,1,600,D,H,153,W,265
9370,1,2,1500,D,W,265,H,153
9370,3,1,1230,W,H,153,S,158
9370,3,2,1800,W,S,158,H,153
9371,1,1,1030,P,H,153,M,440
9371,1,2,1200,P,M,440,H,153
9371,2,1,700,D,H,153,W,12
9371,2,2,1800,D,W,12,H,153
9371,3,1,1030,D,H,153,F,440
9371,3,2,1200,D,F,440,H,153
9371,4,1,1140,P,H,153,S,157
9371,4,2,1800,P,S,157,H,153
9372,1,1,730,M,H,153,W,155
9372,1,2,1700,M,W,155,H,153
9372,2,1,1000,D,H,153,M,158
9372,2,2,1130,D,M,158,H,153
9372,3,1,530,D,H,153,S,499
9372,3,2,1200,D,S,499,H,153
9372,4,1,720,B,H,153,S,153
9372,4,2,1400,B,S,153,H,153
9373,1,1,1130,D,H,153,E,580
9373,1,2,1700,D,E,580,H,153
9373,2,1,800,D,H,153,W,369
9373,2,2,1650,D,W,369,H,153
9373,3,1,1130,P,H,153,E,580
9373,3,2,1700,P,E,580,H,153
9374,1,1,1500,D,H,153,O,554
9374,1,2,1800,D,O,554,H,153
9374,2,1,1500,P,H,153,O,554
9374,2,2,1800,P,O,554,H,153
9374,3,1,600,D,H,153,W,611
9374,3,2,1800,D,W,611,H,153
9376,1,1,1400,O,H,153,W,262
9376,1,2,2300,O,W,262,H,153
9376,2,1,600,O,H,153,W,265
9376,2,2,1500,O,W,265,H,153
9376,3,1,735,S,H,153,S,153
9376,3,2,1300,S,S,153,H,153
9377,1,1,1000,P,H,153,E,158
9377,1,2,1200,P,E,158,H,153
9377,2,1,1000,P,H,153,E,158
9377,2,2,1200,P,E,158,H,153
9378,1,1,740,D,H,153,W,158
9378,1,2,1400,D,W,158,H,153
9378,1,3,1630,D,H,153,R,158
9378,1,4,2000,D,W,158,H,153
9378,2,1,945,D,H,153,W,158
9378,2,2,1600,D,W,158,H,153
9379,1,1,740,C,H,153,W,158
9379,1,2,1800,C,W,158,H,153
9379,2,1,745,W,H,153,F,153
9379,2,2,800,W,F,156,H,153
9379,2,3,1245,W,H,153,F,153
9379,2,4,1300,W,F,153,H,153
9379,3,1,745,W,H,153,S,153
9379,3,2,1300,W,S,158,H,153
9380,1,1,700,D,H,153,W,158
9380,1,2,1800,D,W,158,H,153
9380,2,1,1300,D,H,153,E,156
9380,2,2,1340,D,E,156,H,153
9380,3,1,700,B,H,153,S,158
9380,3,2,1500,B,S,158,H,153
9381,1,1,1030,W,H,153,M,158
9381,1,2,1115,W,M,158,H,153
9381,2,1,1245,W,H,153,W,158
9381,2,2,2200,P,W,158,H,153
9381,3,1,500,O,H,153,W,263
9381,3,2,1800,O,W,263,H,153
9381,4,1,945,W,H,153,W,158
9381,4,2,1600,W,W,158,H,153
9382,2,1,1315,W,H,153,M,158
9382,2,2,1430,W,M,158,H,153
9383,1,1,1100,D,H,153,O,270
9383,1,2,1500,D,O,270,H,153
9383,3,1,1200,O,H,153,W,60
9384,1,1,1430,D,H,153,O,158
9384,1,2,1505,D,O,158,H,153
9384,2,1,1430,D,H,153,O,158
9384,2,2,1505,D,O,158,H,153
9385,1,1,800,W,H,153,W,150
9385,1,2,2000,W,W,150,H,153
9385,2,1,1530,P,H,153,E,158
9385,2,2,2130,P,E,158,H,153
9386,1,1,1100,D,H,153,M,156
9386,1,2,1330,D,M,156,H,153
9386,2,1,1100,P,H,153,M,156
9386,2,2,1330,P,M,156,H,153
9387,2,1,830,D,H,153,W,156
9387,2,2,1720,D,W,156,H,153
9387,3,1,600,B,H,153,S,155
9387,3,2,1420,B,S,155,H,153
9388,1,1,1000,D,H,153,O,158
9388,1,2,1150,D,O,158,H,153
9388,2,1,1000,P,H,153,O,158
9388,2,2,1150,P,O,158,H,153
9389,2,1,745,W,H,153,F,153
9389,2,2,805,W,F,153,H,153
9389,2,3,1245,W,H,153,F,153
9389,2,4,1305,W,F,153,H,153
9389,3,1,745,W,H,153,S,153
9389,3,2,1305,W,S,153,H,153
9390,1,1,730,D,H,153,W,154
9390,1,2,1800,D,W,154,H,153
9390,2,1,1000,W,H,153,M,153
9390,2,2,1030,W,M,153,H,153
9391,1,1,730,D,H,153,W,161
9391,1,2,1800,D,W,161,H,153
9391,2,1,1200,W,H,153,M,153
9391,2,2,1230,W,M,153,H,153
9391,3,1,625,S,H,153,S,149
9391,3,2,1400,S,S,149,H,153
9391,4,1,625,S,H,153,S,149
9391,4,2,1400,S,S,149,H,153
9392,1,1,750,W,H,153,F,153
9392,1,2,805,W,F,153,H,153
9392,1,3,1250,W,H,153,F,153
9392,1,4,1305,W,F,153,H,153
9392,2,1,610,O,H,153,W,299
9392,2,2,1900,O,W,299,H,153
9392,3,1,750,W,H,153,S,153
9392,3,2,1305,W,S,153,H,153
9393,1,1,1100,T,H,153,O,160
9393,1,2,1300,P,O,160,H,153
9393,2,1,1100,T,H,153,O,383
9393,2,2,1300,P,O,383,H,153
9394,1,1,600,D,H,153,W,265
9394,1,2,1500,D,W,265,H,153
9394,2,1,600,P,H,153,W,265
9394,2,2,1500,P,W,265,H,153
9395,1,1,610,D,H,153,W,299
9395,1,2,1900,D,W,299,H,153
9395,2,1,1000,W,H,153,M,153
9395,2,2,1030,W,M,153,H,153
9396,1,1,500,D,H,153,W,270
9396,1,2,1800,D,W,270,H,153
9396,2,1,605,O,H,153,W,270
9396,2,2,1500,O,W,270,H,153
9397,1,1,600,O,H,153,W,270
9397,1,2,1500,O,W,270,H,153
9397,2,1,735,W,H,153,F,153
9397,2,2,805,W,F,153,H,153
9397,2,3,1235,W,H,153,F,153
9397,2,4,1305,W,F,153,H,153
9397,3,1,735,W,H,153,S,153
9397,3,2,1305,W,S,153,H,153
9398,1,1,600,D,H,153,W,264
9398,1,2,1500,D,W,264,H,153
9398,2,1,630,P,H,153,W,317
9398,2,2,1530,P,W,317,H,153
9399,1,1,1000,W,H,153,O,158
9399,1,2,1200,W,O,158,H,153
9399,2,1,1000,W,H,153,F,158
9399,2,2,1200,W,F,158,H,153
9400,1,1,830,D,H,153,W,158
9400,1,2,2100,D,W,158,H,153
9400,2,1,750,W,H,153,F,153
9400,2,2,1425,W,F,153,H,153
9400,3,1,750,W,H,153,S,153
9400,3,2,1425,W,S,153,H,153
9401,1,1,945,D,H,153,W,157
9401,1,2,2200,D,W,158,H,153
9401,2,1,1100,D,H,153,O,154
9401,2,2,1200,D,O,154,H,153
9401,3,1,945,P,H,153,W,157
9401,3,2,2200,P,W,157,H,153
9401,4,1,945,P,H,153,W,157
9401,4,2,2200,P,W,157,H,153
9402,1,1,930,P,H,153,O,270
9402,1,2,1230,P,O,156,H,153
9402,2,1,930,D,H,153,F,314
9402,2,2,1230,D,F,156,H,153
9402,3,1,640,S,H,153,S,155
9402,3,2,1400,S,S,155,H,153
9403,1,1,900,D,H,153,F,555
9403,1,2,1200,D,F,555,H,153
9403,2,1,900,P,H,153,M,555
9403,2,2,1200,P,M,555,H,153
9403,3,1,610,S,H,153,S,155
9403,3,2,1400,S,S,155,H,153
9403,4,1,610,S,H,153,S,155
9403,4,2,1400,S,S,155,H,153
9404,1,1,630,D,H,153,W,153
9404,1,2,1600,D,W,153,H,153
9404,2,1,800,P,H,153,W,158
9404,2,2,1800,P,W,158,H,153
9405,1,1,1000,P,H,153,F,440
9405,1,2,1200,P,F,440,H,153
9405,2,1,1000,P,H,153,M,440
9405,2,2,1200,P,M,440,H,153
9405,3,1,730,W,H,153,W,158
9405,3,2,1330,W,W,158,H,153
9405,3,3,1540,W,H,153,R,158
9405,3,4,2000,W,W,158,H,153
9405,4,1,1000,D,H,153,M,440
9405,4,2,1200,D,M,440,H,153
9405,5,1,740,W,H,153,W,158
9405,5,2,1345,W,W,158,H,153
9405,5,3,1545,W,H,153,R,158
9405,5,4,2100,W,W,158,H,153
9406,1,1,900,T,H,153,O,156
9406,1,2,1300,T,O,156,H,153
9406,2,1,900,T,H,153,F,156
9406,2,2,1300,T,F,156,H,153
9407,3,1,630,P,H,745,S,710
9407,3,2,1400,P,S,710,H,745
9407,4,1,630,P,H,745,S,709
9407,4,2,1400,P,S,709,H,745
9407,5,1,700,P,H,745,S,713
9407,5,2,1230,P,S,713,H,745
9408,1,1,810,D,H,745,W,603
9408,1,2,2115,D,W,603,H,745
9409,1,1,740,W,H,157,F,156
9409,1,2,800,W,F,156,H,157
9409,2,1,1225,W,H,157,F,156
9409,2,2,1240,W,F,156,H,157
9409,3,1,740,W,H,157,S,156
9409,3,2,1240,W,S,156,H,157
9410,1,1,510,O,H,154,W,299
9410,1,2,1800,O,W,299,H,154
9410,2,1,1000,W,H,154,M,153
9410,2,2,1115,W,M,153,H,154
9411,1,1,1100,W,H,154,M,153
9411,1,2,1200,W,M,153,H,154
9411,2,1,1100,W,H,154,F,153
9411,2,2,1200,W,F,153,H,154
9412,1,1,935,W,H,154,W,153
9412,1,2,1400,W,W,153,H,154
9412,1,3,1600,W,H,154,R,153
9412,1,4,2000,W,W,153,H,154
9412,2,1,740,D,H,154,F,153
9412,2,2,800,D,F,153,H,154
9412,2,3,1240,D,H,154,F,153
9412,2,4,1300,D,F,153,H,154
9412,3,1,740,P,H,154,S,153
9412,3,2,1300,P,S,153,H,154
9412,4,1,740,P,H,154,S,153
9412,4,2,1300,P,S,153,H,154
9413,1,1,510,O,H,154,W,270
9413,1,2,1800,O,W,270,H,154
9413,2,1,600,O,H,154,W,299
9413,2,2,1500,O,W,299,H,154
9413,4,1,630,W,H,154,S,153
9413,4,2,1300,W,S,153,H,154
9414,1,1,900,P,H,157,F,158
9414,1,2,1000,P,F,158,H,157
9415,1,1,745,D,H,154,W,158
9415,1,2,1700,D,W,158,H,154
9415,2,1,650,D,H,154,W,153
9415,2,2,1600,D,W,153,H,154
9415,3,1,650,P,H,154,W,153
9415,3,2,1600,P,W,153,H,154
9416,1,1,1445,C,H,157,W,150
9416,1,2,2300,C,W,150,H,157
9416,2,1,900,W,H,157,M,153
9416,2,2,1000,W,M,153,H,157
9417,1,1,730,W,H,157,F,156
9417,1,2,750,W,F,156,H,157
9417,2,1,1220,W,H,157,F,156
9417,2,2,1240,W,F,156,H,157
9417,3,1,630,B,H,157,S,155
9417,3,2,1300,B,S,155,H,157
9417,4,1,730,W,H,157,S,156
9417,4,2,1240,W,S,156,H,157
9418,1,1,1000,D,H,725,W,319
9418,1,2,1130,D,W,319,M,576
9418,1,3,1640,D,M,576,H,725
9419,2,1,700,B,H,616,W,432
9419,2,2,1630,B,W,432,H,616
9420,1,1,540,B,H,156,S,429
9420,1,2,1300,B,S,429,H,156
9420,2,1,1500,P,H,156,E,153
9420,2,2,1830,P,E,153,H,156
9421,1,1,800,D,H,156,W,158
9421,1,2,1700,D,W,158,H,156
9421,2,1,900,D,H,156,F,161
9421,2,2,1100,D,F,161,H,156
9421,3,1,630,P,H,156,S,156
9421,3,2,1400,P,S,156,H,156
9422,1,1,645,D,H,156,W,156
9422,1,2,330,D,W,156,H,156
9422,2,1,830,W,H,156,W,156
9422,2,2,600,W,W,156,H,156
9423,1,1,1500,D,H,156,E,554
9423,1,2,1920,D,E,554,H,156
9423,2,1,1500,P,H,156,E,554
9423,2,2,1920,P,E,554,H,156
9424,1,1,900,W,H,156,W,156
9424,1,2,1700,W,W,156,H,156
9424,2,1,900,W,H,156,W,156
9424,2,2,1500,W,W,156,H,156
9425,1,1,800,W,H,156,W,335
9425,1,2,1500,W,W,335,H,156
9425,2,1,900,D,H,156,F,156
9425,2,2,1500,D,F,335,H,156
9426,1,1,740,D,H,156,W,151
9426,1,2,1500,D,W,151,H,156
9426,2,1,900,W,H,156,W,3
9426,2,2,1000,W,W,3,H,156
9426,3,1,630,P,H,156,S,614
9426,3,2,1400,P,S,614,H,156
9427,1,1,800,D,H,156,W,156
9427,1,2,1400,D,W,156,H,156
9427,2,1,700,W,H,156,W,156
9427,2,2,1600,W,W,156,H,156
9428,1,1,830,D,H,156,W,161
9428,1,2,1500,D,W,161,H,156
9428,3,1,710,W,H,156,W,156
9428,3,2,1500,W,W,156,H,156
9429,1,1,630,D,H,156,W,156
9429,1,2,1500,D,W,156,H,156
9429,2,1,630,P,H,156,W,156
9429,2,2,1500,P,W,156,H,156
9430,1,1,730,C,H,724,W,706
9430,1,2,1700,C,W,706,H,724
9430,2,1,1300,W,H,724,M,722
9430,2,2,1400,W,M,722,H,724
9431,2,1,630,B,H,724,W,618
9431,2,2,1700,B,W,618,H,724
9432,1,1,1200,D,H,705,O,715
9432,1,2,1400,D,O,715,H,705
9432,2,1,600,P,H,705,W,541
9432,2,2,1500,P,W,541,H,705
9433,1,1,740,D,H,154,W,156
9433,1,2,1500,D,W,156,H,154
9433,2,1,900,D,H,154,M,156
9433,2,2,1000,D,M,156,H,154
9433,3,1,700,W,H,154,W,156
9433,3,2,1500,W,W,156,H,154
9434,1,1,1000,D,H,154,M,156
9434,1,2,1140,D,M,156,H,154
9434,2,1,1000,P,H,154,M,156
9434,2,2,1140,P,M,156,H,154
9435,1,1,1000,D,H,705,W,635
9435,1,2,1400,D,W,635,H,705
9435,2,1,900,P,H,705,F,623
9435,2,2,930,P,F,623,H,705
9435,3,1,700,P,H,705,W,701
9435,3,2,1300,P,W,701,H,705
9436,1,1,900,B,H,705,W,635
9436,1,2,1800,B,W,635,H,705
9437,1,1,1100,W,H,705,W,705
9437,1,2,1700,W,W,705,H,705
9437,2,1,1100,W,H,705,W,705
9437,2,2,1700,W,W,705,H,705
9437,3,1,600,W,H,705,S,623
9437,3,2,1400,W,S,623,H,705
9438,1,1,845,W,H,153,W,153
9438,1,2,1700,W,W,153,H,153
9438,3,1,1230,W,H,153,S,154
9438,3,2,1800,W,S,154,H,153
9439,1,1,1200,P,H,154,E,156
9439,1,2,1330,P,E,156,H,154
9439,2,1,1200,P,H,154,E,156
9439,2,2,1330,P,E,156,H,154
9440,1,1,920,D,H,724,W,621
9440,1,2,1430,D,W,621,H,724
9441,1,1,930,D,H,724,W,745
9441,1,2,1900,D,W,745,H,724
9442,2,1,640,B,H,705,W,611
9442,2,2,2000,B,W,611,H,705
9443,1,1,1030,W,H,154,M,153
9443,1,2,1200,W,M,153,H,154
9443,2,1,1030,W,H,154,F,153
9443,2,2,1200,W,F,153,H,154
9444,2,1,2210,O,H,154,W,299
9444,2,2,700,O,W,299,H,154
9444,3,1,640,W,H,154,S,154
9444,3,2,1300,W,S,154,H,154
9445,1,1,1430,D,H,705,W,715
9445,1,2,2100,D,W,715,H,705
9445,3,1,600,B,H,705,W,281
9445,3,2,1605,B,W,281,H,705
9446,2,1,1100,W,H,724,M,724
9446,2,2,1130,W,M,724,H,724
9447,1,1,600,B,H,6,W,555
9447,1,2,1800,B,W,555,H,6
9448,1,1,800,D,H,724,O,635
9448,1,2,1200,D,O,635,E,735
9449,1,1,800,B,H,616,W,305
9449,1,2,1800,B,W,305,H,616
9450,2,1,800,D,H,154,W,440
9450,2,2,1700,D,W,440,H,154
9450,3,1,900,D,H,154,M,440
9450,3,2,1040,D,M,440,H,154
9450,4,1,630,S,H,154,S,156
9450,4,2,1400,S,S,156,H,154
9451,1,1,740,D,H,156,W,156
9451,1,2,1600,D,W,156,H,156
9451,2,1,630,D,H,156,S,209
9451,2,2,1400,D,S,209,H,156
9451,3,1,630,P,H,156,S,209
9451,3,2,1400,P,S,209,H,156
9452,2,1,830,P,H,623,W,576
9452,2,2,1900,P,W,576,H,623
9452,3,1,830,D,H,623,W,576
9452,3,2,2000,D,W,576,H,623
9452,5,1,1240,W,H,623,S,623
9452,5,2,1300,W,S,623,H,623
9452,5,3,1700,W,H,623,F,623
9452,5,4,1715,W,F,623,H,623
9453,1,1,730,B,H,511,W,620
9453,1,2,1730,B,W,620,H,511
9453,2,1,1200,B,H,511,F,702
9453,2,2,1520,B,F,702,O,607
9453,2,3,1830,B,O,607,H,511
9453,3,1,630,B,H,511,S,702
9453,3,2,1300,W,S,702,O,702
9453,3,3,1830,B,O,607,H,511
9454,1,1,1000,W,H,66,M,67
9454,1,2,1100,W,M,67,H,66
9455,1,1,700,D,H,742,W,356
9455,1,2,1430,D,W,356,H,742
9457,2,1,1400,W,H,66,M,66
9457,2,2,1408,W,M,66,H,66
9458,1,1,1200,W,H,66,M,66
9458,1,2,1230,W,M,66,H,66
9459,1,1,715,D,H,725,W,739
9459,1,2,2015,D,W,739,H,725
9459,1,3,1335,D,H,725,R,725
9459,1,4,215,D,W,725,H,725
9461,2,1,600,D,H,725,W,461
9461,2,2,1600,D,W,461,H,725
9462,1,1,900,D,H,725,W,10
9462,2,1,650,D,H,725,W,605
9462,2,2,1600,D,W,605,H,725
9463,1,1,630,D,H,725,W,12
9463,1,2,1900,D,W,12,H,725
9463,2,1,730,D,H,725,S,740
9463,2,2,1400,D,S,740,H,725
9464,1,1,700,O,H,725,W,493
9464,1,2,1900,O,W,493,H,725
9464,2,1,600,D,H,725,S,570
9464,2,2,800,D,S,570,H,725
9464,3,1,1700,D,H,725,M,725
9464,3,2,1920,D,M,725,H,725
9464,4,1,1700,P,H,725,M,725
9464,4,2,1920,P,M,725,H,725
9465,1,1,600,B,H,725,W,585
9465,1,2,1300,B,W,585,H,725
9465,3,1,800,B,H,725,W,613
9465,3,2,1710,B,W,613,H,725
9465,4,1,600,B,H,725,S,727
9465,4,2,1300,B,S,727,H,725
9466,1,1,1130,D,H,156,M,156
9466,1,2,1230,D,M,156,H,156
9466,2,1,800,D,H,156,W,158
9466,2,2,1200,D,W,158,H,156
9466,3,1,700,S,H,156,S,156
9466,3,2,1230,S,S,156,H,156
9467,1,1,1600,D,H,156,M,158
9467,1,2,2000,D,M,158,H,156
9467,2,1,1600,P,H,156,M,156
9467,2,2,2000,P,M,156,H,156
9468,2,1,630,B,H,66,W,555
9468,2,2,1700,B,W,555,H,66
9469,1,1,1900,W,H,66,M,66
9469,1,2,1908,W,M,66,H,66
9470,1,1,810,D,H,156,W,158
9470,1,2,1700,D,W,158,H,156
9470,2,1,600,D,H,156,W,158
9470,2,2,1400,D,W,158,H,156
9472,1,1,600,D,H,156,W,385
9472,1,2,1400,D,W,385,H,156
9472,2,1,700,D,H,156,W,156
9472,2,2,1600,D,W,156,H,156
9473,1,1,700,D,H,743,W,637
9473,1,2,1400,D,W,637,H,743
9474,1,1,1500,W,H,66,M,66
9474,1,2,1600,W,M,66,H,66
9475,1,1,1400,D,H,741,W,733
9475,1,2,2200,D,W,733,H,741
9475,2,1,1400,B,H,741,W,61
9475,2,2,2300,B,W,61,H,741
9478,1,1,430,O,H,511,W,52
9478,1,2,1700,O,W,52,H,511
9478,2,1,730,W,H,511,F,511
9478,2,2,746,W,F,511,H,511
9478,2,3,1900,W,H,511,F,511
9478,2,4,2030,W,F,511,H,511
9478,3,1,730,W,H,511,F,511
9478,3,2,746,W,F,511,H,511
9478,3,3,1900,W,H,511,E,511
9478,3,4,2030,W,E,511,H,511
9478,4,1,730,W,H,511,F,511
9478,4,2,746,W,F,511,H,511
9478,4,3,1900,W,H,511,E,511
9478,4,4,2030,W,E,511,H,511
9479,1,1,800,W,H,678,M,678
9479,1,2,820,W,M,678,H,678
9480,1,1,700,B,H,678,W,558
9480,1,2,1600,B,W,558,H,678
9481,3,1,1500,W,H,745,M,616
9481,3,2,1550,W,M,616,H,745
9483,1,1,2000,W,H,678,M,678
9483,1,2,2015,W,M,678,H,678
9484,2,1,1100,W,H,678,M,678
9484,2,2,1115,W,M,678,H,678
9485,1,1,630,D,H,154,W,440
9485,1,2,1500,D,W,440,H,154
9485,2,1,700,W,H,154,W,3
9485,2,2,1500,W,W,3,H,154
9485,3,1,630,P,H,154,S,209
9485,3,2,1400,P,S,209,H,154
9487,1,1,620,D,H,154,S,425
9487,1,2,1500,D,S,425,H,154
9487,2,1,620,P,H,154,S,425
9487,2,2,1500,P,S,425,H,154
9487,3,1,620,P,H,154,S,425
9487,3,2,1500,P,S,425,H,154
9488,1,1,700,B,H,741,W,710
9488,1,2,1600,B,W,710,H,741
9488,2,1,735,W,H,741,O,702
9488,2,2,1130,W,O,702,H,741
9489,2,1,800,P,H,741,W,611
9489,2,2,1830,P,W,611,H,741
9492,2,1,700,W,H,154,W,156
9492,2,2,1600,W,W,156,H,154
9492,3,1,900,W,H,154,W,156
9492,3,2,1700,W,W,156,H,154
9493,3,1,800,D,H,154,W,552
9493,3,2,1700,D,W,552,H,154
9493,4,1,700,P,H,154,S,156
9493,4,2,1400,P,S,156,H,154
9494,1,1,520,O,H,678,W,692
9494,1,2,1901,O,W,692,H,678
9495,1,1,1430,O,H,517,W,726
9495,1,2,2300,O,W,726,H,517
9495,2,1,1030,B,H,517,O,618
9495,2,2,1230,B,O,618,H,517
9495,3,1,650,W,H,517,S,506
9495,3,2,1400,W,S,506,H,517
9496,1,1,1000,W,H,517,M,517
9496,1,2,1130,W,M,517,H,517
9496,2,1,1430,O,H,517,W,736
9496,2,2,2300,O,W,736,H,517
9496,3,1,1240,W,H,517,S,517
9496,3,2,1800,W,S,517,H,517
9497,1,1,545,P,H,517,W,698
9497,1,2,1800,P,W,698,H,517
9497,2,1,1300,W,H,517,M,517
9497,2,2,1325,W,M,517,H,517
9498,1,1,630,O,H,517,W,735
9498,1,2,1500,O,W,735,H,517
9498,2,1,630,O,H,517,W,726
9498,2,2,1500,O,W,726,H,517
9499,1,1,1000,B,H,517,M,650
9499,1,2,1200,B,M,650,H,517
9499,2,1,630,O,H,517,W,726
9499,2,2,1500,O,W,726,H,517
9499,3,1,645,W,H,517,S,517
9499,3,2,1400,W,S,517,H,517
9499,4,1,645,W,H,517,S,517
9499,4,2,1400,W,S,517,H,517
9500,1,1,1430,O,H,517,W,737
9500,1,2,2300,O,W,737,H,517
9500,2,1,630,B,H,517,W,728
9500,2,2,1500,B,W,728,H,517
9500,3,1,1100,B,H,517,S,726
9500,3,2,1630,B,S,726,H,517
9501,1,1,730,C,H,517,W,753
9501,1,2,1600,C,W,753,H,517
9502,1,1,1430,O,H,517,W,737
9502,1,2,2300,O,W,737,H,517
9502,2,1,630,O,H,517,W,736
9502,2,2,1500,O,W,736,H,517
9502,3,1,1030,B,H,517,S,623
9502,3,2,1700,B,S,623,H,517
9503,1,1,630,P,H,517,W,625
9503,1,2,1500,P,W,625,H,517
9503,2,1,830,B,H,517,W,674
9503,2,2,1800,B,W,674,H,517
9503,3,1,650,W,H,517,S,517
9503,3,2,1400,W,S,517,H,517
9503,4,1,650,W,H,517,S,517
9503,4,2,1400,W,S,517,H,517
9504,2,1,510,O,H,678,W,55
9504,2,2,1609,O,W,55,H,678
9505,1,1,750,W,H,704,W,728
9505,1,2,1800,W,W,728,H,704
9505,2,1,1100,W,H,704,M,728
9505,2,2,1210,W,M,728,H,704
9506,1,1,1500,W,H,511,O,511
9506,1,2,1800,W,O,511,H,511
9507,1,1,650,B,H,678,W,321
9507,1,2,1808,B,W,321,H,678
9508,1,1,700,B,H,517,W,583
9508,1,2,1800,B,W,583,H,517
9508,2,1,1230,D,H,517,O,618
9508,2,2,1500,D,O,618,H,517
9508,3,1,720,W,H,517,S,517
9508,3,2,1230,W,S,517,H,517
9509,1,1,700,B,H,517,W,589
9509,1,2,1800,B,W,589,H,517
9509,2,1,1345,W,H,517,F,517
9509,2,2,1730,W,F,517,H,517
9510,1,1,740,C,H,517,W,517
9510,1,2,1800,C,W,517,H,517
9511,1,1,700,D,H,517,W,724
9511,1,2,1900,D,W,724,H,517
9511,2,1,700,P,H,517,S,614
9511,2,2,1500,B,S,614,H,517
