HouseholdId,PersonNumber,TripNumber,StartTime,Mode,PuposeOrigin,ZoneOrigin,PurposeDestination,ZoneDestination
2355,3,2,1300,B,S,598,H,408
2355,4,1,745,P,H,408,S,408
2355,4,2,1530,P,S,408,H,408
2356,2,1,1100,W,H,137,M,137
2356,2,2,1107,W,M,137,H,137
2357,1,1,1300,T,H,391,M,408
2357,1,2,1500,T,M,408,H,391
2358,1,1,800,B,H,391,W,579
2358,1,2,1800,B,W,579,H,391
2358,2,1,900,B,H,391,W,569
2358,2,2,1500,B,W,569,H,391
2358,3,1,700,B,H,391,W,575
2358,3,2,1400,B,W,575,H,391
2358,4,1,1200,B,H,391,S,414
2358,4,2,1900,B,S,414,H,391
2359,1,1,1400,W,H,191,M,191
2359,1,2,1425,W,M,191,H,191
2359,2,1,1000,D,H,191,W,142
2359,2,2,1800,D,W,142,H,191
2360,1,1,700,D,H,399,W,8
2360,1,2,1600,D,W,8,H,399
2360,3,1,630,B,H,399,S,398
2360,3,2,1200,B,S,398,H,399
2361,1,1,700,D,H,399,W,106
2361,1,2,2100,D,W,106,H,399
2361,2,1,700,P,H,399,W,106
2361,2,2,2100,P,W,106,H,399
2361,3,1,700,B,H,399,S,614
2361,3,2,1400,B,S,614,H,399
2362,1,1,1500,B,H,729,O,720
2362,1,2,1540,B,O,720,H,729
2363,1,1,700,D,H,191,W,193
2363,1,2,1500,D,W,193,H,191
2364,1,1,900,D,H,399,M,444
2364,1,2,1200,D,M,444,H,399
2364,2,1,920,P,H,399,M,444
2364,2,2,1200,P,M,444,H,399
2365,1,1,600,B,H,391,W,581
2365,1,2,1630,B,W,581,H,391
2365,3,1,700,B,H,391,S,587
2365,3,2,1400,B,S,587,H,391
2366,1,1,500,D,H,191,W,193
2366,1,2,1800,D,W,193,H,191
2366,2,1,1402,W,H,191,M,191
2366,2,2,1410,W,M,191,H,191
2367,1,1,1800,W,H,191,O,191
2367,1,2,2100,W,O,191,H,191
2367,2,1,1800,W,H,191,O,191
2367,2,2,2100,W,O,191,H,191
2368,1,1,1225,D,H,193,M,124
2368,1,2,1400,D,M,124,H,193
2369,1,1,800,D,H,408,W,281
2369,1,2,1700,D,W,281,H,408
2369,2,1,900,W,H,408,M,408
2369,2,2,1120,T,M,408,H,408
2369,3,1,630,W,H,408,S,408
2369,3,2,1400,W,S,408,H,408
2370,1,1,700,W,H,408,W,408
2370,1,2,1530,W,W,408,H,408
2370,2,1,930,W,H,408,W,408
2370,2,2,1800,W,W,408,H,408
2370,3,1,630,W,H,408,W,408
2370,3,2,1530,W,W,408,H,408
2371,2,1,700,B,H,193,W,124
2371,2,2,1900,B,W,124,H,193
2372,1,1,800,P,H,193,W,124
2372,1,2,1800,P,W,124,H,193
2373,1,1,1200,D,H,193,M,193
2373,1,2,1220,D,M,193,H,193
2374,2,1,1030,W,H,408,M,395
2374,2,2,1140,T,M,395,H,408
2375,1,1,800,D,H,408,W,395
2375,1,2,1700,D,W,395,H,408
2375,2,1,1000,W,H,408,M,395
2375,2,2,1120,T,M,395,H,408
2375,3,1,630,W,H,408,S,410
2375,3,2,1330,W,S,410,H,408
2375,4,1,630,W,H,408,S,410
2375,4,2,1300,W,S,410,H,408
2376,1,1,800,D,H,408,W,394
2376,1,2,1730,D,W,394,H,408
2376,2,1,1000,W,H,408,M,408
2376,2,2,1140,T,M,408,H,408
2376,3,1,700,W,H,408,W,408
2376,3,2,1800,W,W,408,H,408
2376,4,1,640,W,H,408,S,408
2376,4,2,1240,W,S,408,H,408
2377,1,1,800,D,H,408,W,255
2377,1,2,1700,D,W,255,H,408
2377,3,1,730,W,H,408,W,408
2377,3,2,1730,W,W,408,H,408
2377,4,1,600,B,H,408,S,558
2377,4,2,1400,B,S,558,H,408
2378,2,1,900,D,H,193,W,124
2378,2,2,1700,D,W,124,H,193
2379,1,1,820,D,H,388,W,126
2379,1,2,1900,D,W,126,H,388
2379,2,1,820,P,H,388,W,397
2379,2,2,1640,P,W,397,H,388
2379,3,1,700,P,H,388,S,419
2379,3,2,1300,P,S,419,H,388
2380,1,1,800,D,H,388,W,453
2380,1,2,1900,D,W,453,H,388
2380,2,1,820,P,H,388,W,453
2380,2,2,1920,P,W,453,H,388
2381,1,1,700,D,H,388,W,446
2381,1,2,1400,D,W,446,H,388
2381,3,1,700,W,H,388,S,388
2381,3,2,1300,W,S,388,H,388
2382,1,1,600,D,H,388,W,388
2382,1,2,1930,D,W,388,H,388
2383,1,1,1030,B,H,388,O,412
2383,1,2,1600,B,O,412,H,388
2383,2,1,1230,B,H,388,O,412
2383,2,2,1600,B,O,412,H,388
2383,3,1,1100,D,H,388,W,493
2383,3,2,1900,D,W,493,H,388
2383,4,1,1500,B,H,388,W,447
2384,1,1,2000,U,H,388,W,388
2384,2,1,600,B,H,388,W,601
2384,2,2,1630,B,W,601,H,388
2385,2,1,600,D,H,390,W,317
2385,2,2,1730,D,W,317,H,390
2386,1,1,2350,D,H,388,W,406
2386,1,2,710,W,W,406,H,388
2386,1,3,1220,W,H,388,F,390
2386,1,4,1230,W,F,390,H,388
2386,1,5,1930,D,H,388,F,444
2386,1,6,2000,D,F,444,M,407
2386,1,7,2130,D,M,407,H,388
2386,1,8,2350,D,H,388,R,406
2386,2,1,900,B,H,388,W,444
2386,2,2,1800,P,W,444,M,407
2386,2,3,2130,P,M,407,H,388
2386,3,1,700,W,H,388,S,390
2386,3,2,1230,W,S,390,H,388
2386,3,3,1930,P,H,388,F,444
2386,3,4,2000,P,F,444,O,388
2386,3,5,2130,P,O,388,H,388
2386,4,1,700,W,H,388,S,390
2386,4,2,1230,W,S,390,H,388
2386,4,3,1930,P,H,388,F,444
2386,4,4,2000,P,F,444,M,407
2386,4,5,2130,P,M,407,H,388
2387,1,1,630,W,H,388,E,390
2387,1,2,830,W,E,390,H,388
2387,1,3,1200,W,H,388,M,388
2387,1,4,1210,W,M,388,H,388
2389,1,1,830,D,H,390,F,388
2389,1,2,840,D,F,388,W,400
2389,1,3,1135,D,W,400,F,388
2389,1,4,1200,D,F,388,H,390
2389,1,5,1215,D,H,390,R,400
2389,1,6,1630,D,W,400,H,390
2390,1,1,700,C,H,388,W,482
2390,1,2,1700,C,W,482,H,388
2390,2,1,1025,W,H,388,W,388
2390,2,2,1925,W,W,388,H,388
2390,3,1,820,W,H,388,S,389
2390,3,2,1320,W,S,389,H,388
2391,1,1,800,B,H,388,W,558
2391,1,2,1900,B,W,558,H,388
2392,1,1,1500,B,H,390,E,606
2392,1,2,2000,B,E,606,H,390
2392,2,1,1500,B,H,390,E,606
2392,2,2,2000,B,E,606,H,390
2393,1,1,1200,W,H,390,M,388
2393,1,2,1220,W,M,388,H,390
2393,2,1,1200,W,H,390,M,388
2393,2,2,1220,W,M,388,H,390
2393,3,1,700,D,H,390,W,445
2393,3,2,1800,D,W,445,H,390
2394,1,1,630,B,H,390,W,654
2394,1,2,1830,B,W,654,H,390
2394,2,1,750,W,H,390,F,388
2394,2,2,800,W,F,388,H,390
2394,2,3,1215,W,H,390,F,388
2394,2,4,1225,W,F,388,H,390
2394,3,1,750,W,H,390,S,388
2394,3,2,1215,W,S,388,H,390
2394,4,1,750,W,H,390,S,388
2394,4,2,1215,W,S,388,H,390
2395,1,1,1500,U,H,390,E,603
2395,1,2,1900,B,E,603,H,390
2395,2,1,500,B,H,390,W,598
2395,2,2,1200,P,W,598,S,614
2395,2,3,1715,B,S,614,H,390
2395,3,1,1100,B,H,390,W,579
2395,3,2,2100,B,W,579,H,390
2396,3,1,1800,D,H,390,M,408
2396,3,2,2100,D,M,408,H,390
2396,4,1,1800,P,H,390,M,408
2396,4,2,2100,P,M,408,H,390
2397,1,1,700,D,H,408,W,443
2397,1,2,1700,D,W,443,H,408
2397,2,1,730,P,H,408,W,281
2397,2,2,1600,P,W,281,H,408
2397,3,1,730,S,H,408,S,408
2397,3,2,1230,S,S,408,H,408
2398,2,1,730,P,H,408,W,443
2398,2,2,1530,P,W,443,H,408
2398,4,1,700,D,H,408,W,554
2398,4,2,1700,D,W,554,H,408
2398,5,1,630,W,H,408,S,410
2398,5,2,1400,W,S,410,H,408
2399,1,1,730,B,H,408,W,411
2399,1,2,1400,B,W,411,H,408
2400,1,1,730,D,H,19,W,440
2400,1,2,1500,D,W,440,H,19
2400,2,1,840,D,H,19,E,99
2400,2,2,1200,D,E,99,H,19
2401,3,1,1500,W,H,726,M,726
2401,3,2,1525,W,M,726,H,726
2403,1,1,900,B,H,223,W,428
2403,1,2,1800,B,W,428,H,223
2403,2,1,900,B,H,223,W,18
2403,2,2,1900,B,W,18,H,223
2404,3,1,600,B,H,223,S,614
2404,3,2,1230,B,S,614,H,223
2405,3,1,540,B,H,223,W,552
2405,3,2,1500,B,W,552,H,223
2406,1,1,500,B,H,223,W,580
2406,1,2,1500,B,W,580,H,223
2406,3,1,520,B,H,223,S,445
2406,3,2,1200,B,S,445,H,223
2406,4,1,640,W,H,223,S,224
2406,4,2,1245,W,S,224,H,223
2407,1,1,600,D,H,223,W,435
2407,1,2,1700,M,W,435,H,223
2407,2,1,650,W,H,223,F,224
2407,2,2,700,W,F,224,H,223
2407,2,3,1235,W,H,223,F,223
2407,2,4,1245,W,F,223,H,223
2407,3,1,650,W,H,223,S,224
2407,3,2,1245,W,S,224,H,223
2408,1,1,800,B,H,223,W,436
2408,1,2,1800,B,W,436,H,223
2408,3,1,1300,B,H,223,S,411
2408,3,2,2030,B,S,411,H,223
2408,4,1,650,W,H,223,S,224
2408,4,2,1245,W,S,224,H,223
2409,1,1,930,M,H,224,W,436
2409,1,2,1800,M,W,436,H,224
2409,2,1,815,W,H,224,F,223
2409,2,2,830,W,F,223,H,224
2409,2,3,1145,W,H,224,F,223
2409,2,4,1200,W,F,223,H,224
2410,1,1,530,D,H,223,W,407
2410,1,2,1500,D,W,407,H,223
2411,2,1,730,B,H,223,W,419
2411,2,2,1700,B,W,419,H,223
2411,4,1,1300,B,H,223,S,410
2411,4,2,1800,B,S,410,H,223
2412,1,1,530,D,H,223,W,26
2412,1,2,1800,D,W,26,H,223
2412,2,1,745,W,H,223,F,389
2412,2,2,800,W,F,389,H,223
2412,2,3,1215,W,H,223,F,389
2412,2,4,1230,W,F,389,H,223
2412,3,1,1240,W,H,223,S,224
2412,3,2,1840,W,S,224,H,223
2412,4,1,745,W,H,223,S,389
2412,4,2,1230,W,S,389,H,223
2412,5,1,745,W,H,223,S,389
2412,5,2,1230,W,S,389,H,223
2413,1,1,740,W,H,223,W,224
2413,1,2,1800,W,W,224,H,223
2414,1,1,550,B,H,223,W,406
2414,1,2,1500,B,W,406,H,223
2414,3,1,530,B,H,223,S,445
2414,3,2,1200,B,S,445,H,223
2415,3,1,830,D,H,223,W,15
2415,3,2,1800,D,W,15,H,223
2415,4,1,720,B,H,223,W,554
2415,4,2,1700,B,W,554,H,223
2416,1,1,700,D,H,223,W,608
2416,1,2,1700,D,W,608,H,223
2416,3,1,800,D,H,223,W,555
2416,3,2,1800,D,W,555,H,223
2416,4,1,620,B,H,223,O,224
2416,4,2,1330,B,O,224,H,223
2417,1,1,800,D,H,223,W,22
2417,1,2,1900,D,W,22,H,223
2418,1,1,530,B,H,223,W,419
2418,1,2,1900,B,W,419,H,223
2419,1,1,700,W,H,223,E,224
2419,1,2,755,W,E,224,H,223
2419,3,1,500,O,H,223,W,497
2419,3,2,1400,O,W,497,H,223
2419,4,1,730,B,H,223,W,555
2419,4,2,2000,B,W,555,H,223
2420,1,1,500,O,H,222,W,331
2420,1,2,1500,O,W,331,H,222
2420,3,1,600,S,H,222,S,225
2420,3,2,1230,S,S,225,H,222
2421,1,1,500,O,H,222,W,504
2421,1,2,1600,O,W,504,H,222
2422,4,1,1000,W,H,224,M,389
2422,4,2,1200,W,M,389,H,224
2422,5,1,1000,W,H,224,M,389
2422,5,2,1200,W,M,389,H,224
2423,2,1,1700,B,H,222,M,108
2423,2,2,1740,T,M,108,H,222
2424,1,1,1730,B,H,222,W,639
2424,1,2,800,B,W,639,H,222
2425,1,1,1530,B,H,222,M,412
2425,1,2,1710,B,M,412,H,222
2425,3,1,800,B,H,222,W,558
2425,3,2,2130,B,W,558,H,222
2426,2,1,500,B,H,222,W,598
2426,2,2,2000,O,W,598,H,222
2426,3,1,730,B,H,222,W,569
2426,3,2,1800,B,W,569,H,222
2426,4,1,700,B,H,222,S,412
2426,4,2,1300,B,S,412,H,222
2427,1,1,430,B,H,223,W,234
2427,1,2,1700,B,W,234,H,223
2427,3,1,700,B,H,223,W,408
2427,3,2,1800,B,W,408,H,223
2427,4,1,600,B,H,223,S,411
2427,4,2,1300,B,S,411,H,223
2428,1,1,600,B,H,223,W,389
2428,1,2,1900,B,W,389,H,223
2428,3,1,600,O,H,223,W,498
2428,3,2,1500,O,W,498,H,223
2428,4,1,830,B,H,223,W,555
2428,4,2,2000,B,W,555,H,223
2428,5,1,600,B,H,223,W,387
2428,5,2,1500,B,W,387,H,223
2429,1,1,600,B,H,223,W,555
2429,1,2,1800,B,W,555,H,223
2429,2,1,750,W,H,223,F,223
2429,2,2,800,W,F,223,H,223
2429,2,3,1220,W,H,223,F,223
2429,2,4,1230,W,F,223,H,223
2429,3,1,750,W,H,223,S,223
2429,3,2,1230,W,S,223,H,223
2430,2,1,630,B,H,223,W,396
2430,2,2,1400,B,W,396,H,223
2430,3,1,700,B,H,223,W,555
2430,3,2,1630,B,W,555,H,223
2430,4,1,1330,B,H,223,W,555
2430,4,2,2200,B,W,555,H,223
2430,5,1,1240,W,H,223,S,224
2430,5,2,1840,W,S,224,H,223
2431,1,1,600,B,H,223,W,406
2431,1,2,1700,B,W,406,H,223
2431,3,1,600,B,H,223,W,555
2431,3,2,1600,B,W,555,H,223
2431,4,1,730,W,H,223,W,389
2431,4,2,1800,W,W,389,H,223
2432,1,1,630,D,H,223,W,272
2432,1,2,1700,D,W,272,H,223
2432,2,1,600,B,H,223,W,389
2432,2,2,1900,B,W,389,H,223
2432,3,1,600,B,H,223,S,398
2432,3,2,1300,B,S,398,H,223
2432,4,1,600,B,H,223,S,410
2432,4,2,1300,B,S,410,H,223
2433,1,1,1400,D,H,223,W,574
2433,1,2,2300,D,W,574,H,223
2433,2,1,820,W,H,223,F,223
2433,2,2,830,W,F,223,H,223
2433,2,3,1140,W,H,223,F,223
2433,2,4,1200,W,F,223,H,223
2433,3,1,1200,B,H,223,S,407
2433,3,2,1830,B,S,407,H,223
2433,4,1,650,W,H,223,S,224
2433,4,2,1245,W,S,224,H,223
2434,1,1,500,B,H,223,W,389
2434,1,2,1700,B,W,389,H,223
2434,3,1,650,W,H,223,S,224
2434,3,2,1245,W,S,224,H,223
2434,4,1,650,W,H,223,S,224
2434,4,2,1245,W,S,224,H,223
2435,1,1,530,B,H,223,W,617
2435,1,2,1800,B,W,617,H,223
2435,3,1,700,B,H,223,W,555
2435,3,2,1800,B,W,555,H,223
2435,4,1,530,B,H,223,W,598
2435,4,2,1630,B,W,598,H,223
2435,5,1,745,W,H,223,S,223
2435,5,2,1230,W,S,223,H,223
2436,1,1,400,B,H,223,W,270
2436,1,2,1800,B,W,270,H,223
2437,1,1,700,B,H,223,W,482
2437,1,2,1800,B,W,482,H,223
2437,2,1,820,W,H,223,F,223
2437,2,2,830,W,F,223,H,223
2437,2,3,1150,W,H,223,F,223
2437,2,4,1200,W,F,223,H,223
2438,1,1,1000,M,H,223,W,555
2438,1,2,2200,M,W,555,H,223
2439,3,1,600,B,H,389,W,408
2439,3,2,1430,B,W,408,H,389
2439,4,1,640,B,H,389,S,558
2439,4,2,1800,B,S,558,H,389
2439,5,1,750,W,H,389,S,389
2439,5,2,1230,W,S,389,H,389
2440,2,1,500,D,H,389,W,444
2440,2,2,1800,D,W,444,H,389
2440,3,1,500,P,H,389,W,444
2440,3,2,1800,P,W,444,H,389
2441,3,1,900,B,H,223,W,555
2441,3,2,1900,B,W,555,H,223
2441,4,1,600,B,H,223,W,406
2441,4,2,1900,B,W,406,H,223
2442,1,1,800,D,H,223,W,406
2442,1,2,1730,D,W,406,H,223
2442,3,1,730,S,H,223,S,224
2442,3,2,1230,S,S,224,H,223
2443,1,1,630,D,H,223,W,395
2443,1,2,1700,D,W,395,H,223
2443,3,1,1300,B,H,223,S,398
2443,3,2,2000,B,S,398,H,223
2444,1,1,600,D,H,223,W,232
2444,1,2,1800,D,W,232,H,223
2444,2,1,730,B,H,223,W,558
2444,2,2,2000,B,W,558,H,223
2445,1,1,630,B,H,389,W,434
2445,1,2,1800,B,W,434,H,389
2445,2,1,700,B,H,389,W,120
2445,2,2,1730,B,W,120,H,389
2446,1,1,800,P,H,389,E,130
2446,1,2,1630,P,E,130,H,389
2446,2,1,800,P,H,389,E,130
2446,2,2,1630,P,E,130,H,389
2447,1,1,700,B,H,713,W,634
2447,1,2,1830,B,W,634,H,713
2447,2,1,1500,B,H,713,S,614
2447,2,2,2130,B,S,614,H,713
2448,3,1,900,B,H,222,W,558
2448,3,2,2100,B,W,558,H,222
2448,4,1,1500,W,H,222,W,222
2448,4,2,300,W,W,222,H,222
2449,1,1,500,D,H,222,W,109
2449,1,2,1700,D,W,109,H,222
2449,2,1,500,D,H,222,S,446
2449,2,2,1330,D,S,446,H,222
2449,3,1,1200,B,H,222,W,408
2449,3,2,2200,B,W,408,H,222
2450,1,1,1020,B,H,108,O,558
2450,1,2,1340,T,O,558,O,229
2450,1,3,1530,T,O,229,O,433
2450,1,4,1620,B,O,433,H,108
2450,3,1,1020,B,H,108,O,558
2450,3,2,1340,T,O,558,O,229
2450,3,3,1530,T,O,229,O,433
2450,3,4,1620,B,O,433,H,108
2450,4,1,640,B,H,108,W,68
2450,4,2,1900,B,W,68,H,108
2451,1,1,1600,M,H,108,W,388
2451,2,1,600,B,H,108,W,406
2451,2,2,1500,B,W,406,H,108
2451,3,1,730,S,H,108,S,223
2451,3,2,1215,S,S,223,H,108
2451,4,1,730,S,H,108,S,223
2451,4,2,1215,S,S,223,H,108
2452,1,1,900,P,H,108,M,408
2452,1,2,1000,P,M,408,H,108
2453,2,1,1300,B,H,108,O,443
2453,2,2,1600,B,O,443,H,108
2454,1,1,1330,B,H,108,O,558
2454,1,2,1530,B,O,558,H,108
2454,2,1,820,B,H,108,W,558
2454,2,2,2000,B,W,558,H,108
2454,4,1,600,B,H,108,S,414
2454,4,2,1350,B,S,414,H,108
2455,3,1,500,M,H,108,W,222
2455,3,2,1400,M,W,222,H,108
2456,1,1,430,B,H,108,W,320
2456,1,2,1900,B,W,320,H,108
2456,2,1,500,W,H,108,W,108
2456,2,2,1100,W,W,108,H,108
2457,3,1,600,B,H,223,S,410
2457,3,2,1300,B,S,410,H,223
2458,1,1,600,D,H,223,W,269
2458,1,2,1700,D,W,269,H,223
2459,1,1,1000,W,H,223,M,389
2459,1,2,1200,W,M,389,H,223
2459,2,1,1000,W,H,223,M,389
2459,2,2,1200,W,M,389,H,223
2460,3,1,600,B,H,223,W,12
2460,3,2,1630,B,W,12,H,223
2460,4,1,530,B,H,223,S,398
2460,4,2,1300,B,S,398,H,223
2461,1,1,600,B,H,223,W,407
2461,1,2,1600,B,W,407,H,223
2461,3,1,500,D,H,223,W,272
2461,3,2,1700,D,W,272,H,223
2463,1,1,1300,D,H,108,W,498
2463,1,2,2200,D,W,498,H,108
2463,3,1,750,W,H,108,S,108
2463,3,2,1230,W,S,108,H,108
2464,2,1,1430,B,H,108,O,558
2464,2,2,1635,B,O,558,H,108
2464,3,1,700,P,H,108,W,558
2464,3,2,1600,B,W,558,S,614
2464,3,3,2100,B,S,614,H,108
2465,1,1,600,B,H,108,W,267
2465,1,2,1930,B,W,267,H,108
2465,2,1,1255,W,H,108,F,108
2465,2,2,1305,W,F,108,H,108
2465,2,3,1725,W,H,108,F,108
2465,2,4,1735,W,F,108,H,108
2465,3,1,540,B,H,108,S,558
2465,3,2,1530,B,S,558,H,108
2465,4,1,1250,W,H,108,S,108
2465,4,2,1735,W,S,108,H,108
2466,1,1,800,B,H,108,W,492
2466,1,2,2000,B,W,492,H,108
2466,2,1,500,D,H,108,W,216
2466,2,2,1600,D,W,216,H,108
2466,3,1,630,B,H,108,S,424
2466,3,2,1300,B,S,424,H,108
2466,4,1,700,S,H,108,S,109
2466,4,2,1300,S,S,109,H,108
2467,1,1,550,D,H,108,F,428
2467,1,2,645,D,F,428,F,5
2467,1,3,705,D,F,5,O,558
2467,1,4,845,D,O,558,H,108
2467,2,1,550,P,H,108,F,428
2467,2,2,645,P,F,428,F,5
2467,2,3,705,P,F,5,F,558
2467,2,4,845,P,F,558,H,108
2467,3,1,550,P,H,108,W,428
2467,3,2,1500,B,W,428,H,108
2467,4,1,550,P,H,108,F,428
2467,4,2,645,P,F,428,W,5
2467,4,3,1200,B,W,5,S,558
2467,4,4,1840,B,S,558,H,108
2467,5,1,1100,B,H,108,S,407
2467,5,2,1840,B,S,407,H,108
2467,6,1,1150,S,H,108,S,408
2467,6,2,1840,S,S,408,H,108
2468,1,1,540,B,H,108,W,498
2468,1,2,1630,B,W,498,H,108
2469,1,1,730,T,H,108,W,222
2469,1,2,1900,P,W,222,H,108
2469,2,1,1250,W,H,108,F,108
2469,2,2,1305,W,F,108,H,108
2469,2,3,1720,W,H,108,F,108
2469,2,4,1730,W,F,108,H,108
2469,3,1,1250,W,H,108,S,108
2469,3,2,1730,W,S,108,H,108
2470,1,1,730,D,H,108,W,597
2470,1,2,1830,D,W,597,H,108
2471,1,1,1000,D,H,108,F,443
2471,1,2,1400,D,F,443,M,419
2471,1,3,1430,W,M,419,O,417
2471,1,4,1530,W,O,417,M,419
2471,1,5,1600,D,M,419,M,408
2471,1,6,1720,D,M,408,F,410
2471,1,7,1900,D,F,410,M,410
2471,1,8,1940,D,M,410,H,108
2471,2,1,1000,P,H,108,O,443
2471,2,2,1400,P,O,443,F,419
2471,2,3,1430,W,F,419,F,417
2471,2,4,1530,W,F,417,F,419
2471,2,5,1600,P,F,419,F,408
2471,2,6,1720,P,F,408,O,410
2471,2,7,1900,P,O,410,M,410
2471,2,8,1940,P,M,410,H,108
2472,1,1,1400,C,H,108,W,112
2472,1,2,2330,C,W,112,H,108
2472,2,1,740,W,H,108,F,108
2472,2,2,800,W,F,108,H,108
2472,2,3,1220,W,H,108,F,108
2472,2,4,1235,W,F,108,H,108
2472,4,1,1300,C,H,108,W,108
2472,4,2,1830,C,W,108,H,108
2472,6,1,740,W,H,108,S,108
2472,6,2,1235,W,S,108,H,108
2473,1,1,550,9,H,108,W,464
2473,1,2,1800,B,W,464,H,108
2474,1,1,1000,D,H,108,W,440
2474,2,1,1200,W,H,108,W,108
2474,2,2,1900,W,W,108,H,108
2474,3,1,630,B,H,108,W,571
2474,3,2,2000,B,W,571,H,108
2475,1,1,745,W,H,108,F,108
2475,1,2,805,W,F,108,H,108
2475,1,3,1215,W,H,108,F,108
2475,1,4,1230,W,F,108,H,108
2475,2,1,700,D,H,108,W,559
2475,2,2,1930,D,W,559,H,108
2475,3,1,1100,B,H,108,W,558
2475,3,2,2100,B,W,558,H,108
2475,4,1,1100,B,H,108,W,558
2475,4,2,2100,B,W,558,H,108
2475,5,1,745,W,H,108,S,108
2475,5,2,1230,W,S,108,H,108
2476,1,1,800,B,H,108,W,398
2476,1,2,1700,B,W,398,H,108
2476,3,1,1300,W,H,108,O,389
2476,3,2,1420,W,O,389,H,108
2476,4,1,1230,P,H,108,S,212
2476,4,2,1810,P,S,212,H,108
2477,1,1,600,B,H,108,W,433
2477,1,2,1600,B,W,433,H,108
2477,2,1,840,W,H,108,F,108
2477,2,2,900,W,F,108,H,108
2477,2,3,1150,W,H,108,F,108
2477,2,4,1205,W,F,108,H,108
2477,3,1,600,B,H,108,S,410
2477,3,2,1230,B,S,410,H,108
2478,1,1,1000,B,H,108,W,645
2478,1,2,1600,B,W,645,H,108
2478,2,1,740,W,H,108,F,223
2478,2,2,805,W,F,223,H,108
2478,2,3,1205,W,H,108,F,223
2478,2,4,1235,W,F,223,H,108
2478,3,1,740,W,H,108,S,223
2478,3,2,1235,W,S,223,H,108
2479,1,1,1300,C,H,108,M,389
2479,1,2,1340,C,M,389,H,108
2479,3,1,600,O,H,108,W,404
2479,3,2,1900,O,W,404,H,108
2479,4,1,600,O,H,108,W,404
2479,4,2,1900,O,W,404,H,108
2479,5,1,600,O,H,108,W,404
2479,5,2,1900,O,W,404,H,108
2480,1,1,900,B,H,108,M,558
2480,1,2,1100,B,M,558,H,108
2480,2,1,500,O,H,108,W,90
2480,2,2,1500,O,W,90,H,108
2480,3,1,530,B,H,108,S,614
2480,3,2,1130,B,S,614,H,108
2480,4,1,530,B,H,108,S,410
2480,4,2,1300,B,S,410,H,108
2481,1,1,1600,B,H,108,W,408
2481,1,2,2100,B,W,408,H,108
2481,3,1,750,W,H,108,W,223
2481,3,2,1900,W,W,223,H,108
2481,4,1,750,W,H,108,W,223
2481,4,2,1900,W,W,223,H,108
2481,5,1,740,W,H,108,F,223
2481,5,2,805,W,F,223,H,108
2481,5,3,1210,W,H,108,F,223
2481,5,4,1230,W,F,223,H,108
2481,6,1,740,W,H,108,S,223
2481,6,2,1230,W,S,223,H,108
2482,1,1,800,B,H,108,O,444
2482,1,2,1010,B,O,444,H,108
2482,3,1,930,D,H,108,W,10
2482,3,2,2130,D,W,10,H,108
2482,4,1,700,D,H,108,W,408
2482,4,2,1800,D,W,408,H,108
2482,5,1,1030,B,H,108,W,106
2482,5,2,2000,B,W,106,H,108
2483,1,1,800,B,H,108,W,554
2483,1,2,1800,B,W,554,H,108
2483,3,1,700,P,H,108,W,93
2483,3,2,1700,P,W,93,H,108
2483,4,1,730,W,H,108,F,223
2483,4,2,800,W,F,223,H,108
2483,4,3,1200,W,H,108,F,223
2483,4,4,1230,W,F,223,H,108
2483,5,1,600,B,H,108,W,86
2483,6,1,730,W,H,108,S,223
2483,6,2,1230,W,S,223,H,108
2484,1,1,700,B,H,389,W,432
2484,1,2,1500,B,W,432,H,389
2484,2,1,600,B,H,389,W,406
2484,2,2,1600,B,W,406,H,389
2485,1,1,620,W,H,389,W,388
2485,1,2,1900,W,W,388,H,389
2485,3,1,540,B,H,389,S,445
2485,3,2,1200,B,S,445,H,389
2485,4,1,600,B,H,389,S,411
2485,4,2,1300,B,S,411,H,389
2486,1,1,610,D,H,389,W,5
2486,1,2,1700,D,W,5,H,389
2486,3,1,640,B,H,389,W,555
2486,3,2,1700,B,W,555,H,389
2486,4,1,610,B,H,389,S,410
2486,4,2,1200,B,S,410,H,389
2487,1,1,700,D,H,389,W,580
2487,1,2,1800,D,W,580,H,389
2487,2,1,1000,D,H,389,W,555
2487,2,2,1900,D,W,555,H,389
2488,1,1,700,B,H,389,O,410
2488,1,2,1100,B,O,410,H,389
2488,2,1,700,D,H,389,W,281
2488,2,2,1800,D,W,281,H,389
2489,1,1,700,D,H,389,W,436
2489,1,2,1700,D,W,436,H,389
2489,3,1,800,D,H,389,W,281
2489,3,2,1800,D,W,281,H,389
2489,4,1,700,D,H,389,S,614
2489,4,2,1200,D,S,614,H,389
2490,2,1,700,D,H,400,F,445
2490,2,2,740,D,F,445,H,400
2490,4,1,1200,S,H,400,S,408
2490,4,2,1845,S,S,408,H,400
2490,5,1,1200,S,H,400,S,408
2490,5,2,1845,S,S,408,H,400
2490,6,1,730,S,H,400,S,408
2490,6,2,1240,S,S,408,H,400
2491,3,1,1700,D,H,400,E,445
2491,3,2,1830,D,E,445,H,400
2491,5,1,630,W,H,400,S,408
2491,5,2,1300,W,S,408,H,400
2491,6,1,630,W,H,400,S,408
2491,6,2,1300,W,S,408,H,400
2492,1,1,800,W,H,387,M,465
2492,1,2,930,W,M,465,H,387
2493,1,1,540,P,H,387,W,443
2493,1,2,1500,D,W,443,H,387
2493,2,1,540,D,H,387,W,443
